date,point_index,time_label,load_kw,pv_actual_kw
2025-01-01,89,14:50,6196.5854,3431.0164
2025-01-01,90,15:00,6154.69,3327.3375
2025-01-01,91,15:10,6459.5818,3139.1175
2025-01-01,92,15:20,6622.8857,2860.4253
2025-01-01,93,15:30,6493.61,2505
2025-01-01,94,15:40,6375.0516,2089.695
2025-01-01,95,15:50,6354.113,1762.1562
2025-01-01,96,16:00,6404.25,1525.8
2025-01-01,97,16:10,6444.972,1249.2025
2025-01-01,98,16:20,6399.4586,968.2219
2025-01-01,99,16:30,6292.15,706.6125
2025-01-01,100,16:40,6236.9153,440.4383
2025-01-01,101,16:50,6299.9437,180.885
2025-01-01,102,17:00,6389.06,2.9625
2025-01-01,103,17:10,6325.1833,0
2025-01-01,104,17:20,6169.4734,5.9578
2025-01-01,105,17:30,6191.99,0
2025-01-01,106,17:40,6464.5067,0
2025-01-01,107,17:50,5764.0309,0.4277
2025-01-01,108,18:00,4529.45,0
2025-01-01,109,18:10,4490.5328,0
2025-01-01,110,18:20,4644.0206,0.0307
2025-01-01,111,18:30,4469.21,0
2025-01-01,112,18:40,4470.465,0
2025-01-01,113,18:50,4510.8756,0.0022
2025-01-01,114,19:00,4486.17,0
2025-01-01,115,19:10,4471.7293,0
2025-01-01,116,19:20,4439.8235,0
2025-01-01,117,19:30,4387.19,0
2025-01-01,118,19:40,4347.9765,0
2025-01-01,119,19:50,4300.6345,0
2025-01-01,120,20:00,4315.99,0
2025-01-01,121,20:10,4483.2744,0
2025-01-01,122,20:20,4551.706,0
2025-01-01,123,20:30,4499.8,0
2025-01-01,124,20:40,4535.0935,0
2025-01-01,125,20:50,4528.916,0
2025-01-01,126,21:00,4483.51,0
2025-01-01,127,21:10,4548.2302,0
2025-01-01,128,21:20,4595.6841,0
2025-01-01,129,21:30,4620.9,0
2025-01-01,130,21:40,4653.7148,0
2025-01-01,131,21:50,4131.9845,0
2025-01-01,132,22:00,3363,0
2025-01-01,133,22:10,3305.7588,0
2025-01-01,134,22:20,3470.932,0
2025-01-01,135,22:30,3521.37,0
2025-01-01,136,22:40,3561.5279,0
2025-01-01,137,22:50,3386.068,0
2025-01-01,138,23:00,3289.99,0
2025-01-01,139,23:10,3774.2552,0
2025-01-01,140,23:20,3883.62,0
2025-01-01,141,23:30,3525.14,0
2025-01-01,142,23:40,3553.5909,0
2025-01-01,143,23:50,3697.1141,0
2025-01-01,144,24:00,3696.7,0
2025-01-02,1,00:10,3622.5509,0
2025-01-02,2,00:20,3622.7611,0
2025-01-02,3,00:30,3708.23,0
2025-01-02,4,00:40,3750.5226,0
2025-01-02,5,00:50,3684.9038,0
2025-01-02,6,01:00,3644.14,0
2025-01-02,7,01:10,3809.298,0
2025-01-02,8,01:20,3855.1226,0
2025-01-02,9,01:30,3783.78,0
2025-01-02,10,01:40,3907.3849,0
2025-01-02,11,01:50,3968.2398,0
2025-01-02,12,02:00,3886.77,0
2025-01-02,13,02:10,3865.3901,0
2025-01-02,14,02:20,3931.6861,0
2025-01-02,15,02:30,4055.98,0
2025-01-02,16,02:40,4164.982,0
2025-01-02,17,02:50,4067.4326,0
2025-01-02,18,03:00,3919.44,0
2025-01-02,19,03:10,4068.323,0
2025-01-02,20,03:20,4140.4792,0
2025-01-02,21,03:30,4061.12,0
2025-01-02,22,03:40,4138.7041,0
2025-01-02,23,03:50,4283.3011,0
2025-01-02,24,04:00,4330.98,0
2025-01-02,25,04:10,4225.1585,0
2025-01-02,26,04:20,4201.989,0
2025-01-02,27,04:30,4273.9,0
2025-01-02,28,04:40,4219.0352,0
2025-01-02,29,04:50,4069.3885,0
2025-01-02,30,05:00,4030.95,0
2025-01-02,31,05:10,4262.9553,0.0022
2025-01-02,32,05:20,4330.5086,0
2025-01-02,33,05:30,4149.13,0
2025-01-02,34,05:40,4130.3346,0.0307
2025-01-02,35,05:50,4641.7286,0
2025-01-02,36,06:00,5411.59,0
2025-01-02,37,06:10,5738.8011,0.4279
2025-01-02,38,06:20,5695.3891,0
2025-01-02,39,06:30,5537.66,0
2025-01-02,40,06:40,5461.5746,5.9596
2025-01-02,41,06:50,5483.6005,0
2025-01-02,42,07:00,5540.88,6.6375
2025-01-02,43,07:10,5575.3367,192.5583
2025-01-02,44,07:20,5669.9633,445.6222
2025-01-02,45,07:30,5566.66,701.3625
2025-01-02,46,07:40,5081.9454,976.5695
2025-01-02,47,07:50,5737.5547,1257.8499
2025-01-02,48,08:00,7205.75,1536.3375
2025-01-02,49,08:10,7519.6199,1820.2924
2025-01-02,50,08:20,7253.8265,2132.9788
2025-01-02,51,08:30,7156.62,2471.7375
2025-01-02,52,08:40,7351.5694,2797.3932
2025-01-02,53,08:50,7430.2399,3047.7556
2025-01-02,54,09:00,7295.25,3267.2625
2025-01-02,55,09:10,7207.6569,3546.8485
2025-01-02,56,09:20,7113.8825,3726.689
2025-01-02,57,09:30,7023.12,3844.2375
2025-01-02,58,09:40,7047.9517,4096.3408
2025-01-02,59,09:50,7129.0191,4283.6623
2025-01-02,60,10:00,7151.1,4356.1125
2025-01-02,61,10:10,7053.4551,4491.6281
2025-01-02,62,10:20,7028.7906,4766.409
2025-01-02,63,10:30,7115.54,5019.45
2025-01-02,64,10:40,7158.8016,5019.8625
2025-01-02,65,10:50,7104.1648,5077.3715
2025-01-02,66,11:00,6988.45,5277.5625
2025-01-02,67,11:10,6905.2356,5389.699
2025-01-02,68,11:20,6918.8526,5368.919
2025-01-02,69,11:30,7053.45,5329.9875
2025-01-02,70,11:40,7224.2372,5412.6331
2025-01-02,71,11:50,7061.4737,5429.3182
2025-01-02,72,12:00,6627.88,5328.3
2025-01-02,73,12:10,6385.5315,5248.9495
2025-01-02,74,12:20,6379.3415,5219.2319
2025-01-02,75,12:30,6517.08,5222.85
2025-01-02,76,12:40,6677.4158,5242.2942
2025-01-02,77,12:50,6740.259,5308.1571
2025-01-02,78,13:00,6776.29,5393.2875
2025-01-02,79,13:10,6923.5069,5413.5261
2025-01-02,80,13:20,6851.0971,5337.3076
2025-01-02,81,13:30,6622.15,5168.2125
2025-01-02,82,13:40,6654.8176,4960.5615
2025-01-02,83,13:50,6745.2794,4873.504
2025-01-02,84,14:00,6768.73,4791.45
2025-01-02,85,14:10,6785.5204,4440.5059
2025-01-02,86,14:20,6651.4681,4102.9755
2025-01-02,87,14:30,6519.73,3897.7875
2025-01-02,88,14:40,6699.3894,3672.4272
2025-01-02,89,14:50,6745.2289,3411.625
2025-01-02,90,15:00,6621.14,3140.175
2025-01-02,91,15:10,6686.5383,2878.1578
2025-01-02,92,15:20,6510.334,2617.8995
2025-01-02,93,15:30,6220.79,2359.9875
2025-01-02,94,15:40,6406.2703,2119.3514
2025-01-02,95,15:50,6474.5982,1904.7231
2025-01-02,96,16:00,6290.24,1662.6
2025-01-02,97,16:10,6307.331,1326.1056
2025-01-02,98,16:20,6312.2172,1011.5001
2025-01-02,99,16:30,6239.28,757.725
2025-01-02,100,16:40,6276.4877,494.5646
2025-01-02,101,16:50,6335.5438,213.8643
2025-01-02,102,17:00,6317.75,6.675
2025-01-02,103,17:10,6215.7285,0
2025-01-02,104,17:20,6137.0958,6.7246
2025-01-02,105,17:30,6185.23,0
2025-01-02,106,17:40,6275.9932,0
2025-01-02,107,17:50,5749.3845,0.4828
2025-01-02,108,18:00,4825.29,0
2025-01-02,109,18:10,4462.7208,0
2025-01-02,110,18:20,4487.596,0.0347
2025-01-02,111,18:30,4531.35,0
2025-01-02,112,18:40,4433.2667,0
2025-01-02,113,18:50,4446.1905,0.0025
2025-01-02,114,19:00,4522.69,0
2025-01-02,115,19:10,4365.4081,0
2025-01-02,116,19:20,4272.9727,0
2025-01-02,117,19:30,4365.74,0
2025-01-02,118,19:40,4459.5799,0
2025-01-02,119,19:50,4483.9677,0
2025-01-02,120,20:00,4509.26,0
2025-01-02,121,20:10,4622.8615,0
2025-01-02,122,20:20,4560.6006,0
2025-01-02,123,20:30,4323.46,0
2025-01-02,124,20:40,4224.7758,0
2025-01-02,125,20:50,4398.0305,0
2025-01-02,126,21:00,4648.27,0
2025-01-02,127,21:10,4633.6,0
2025-01-02,128,21:20,4538.5738,0
2025-01-02,129,21:30,4588.87,0
2025-01-02,130,21:40,4752.9518,0
2025-01-02,131,21:50,4388.3683,0
2025-01-02,132,22:00,3695.47,0
2025-01-02,133,22:10,3549.5286,0
2025-01-02,134,22:20,3568.6566,0
2025-01-02,135,22:30,3527.23,0
2025-01-02,136,22:40,3577.6994,0
2025-01-02,137,22:50,3478.244,0
2025-01-02,138,23:00,3323.61,0
2025-01-02,139,23:10,3478.4063,0
2025-01-02,140,23:20,3640.9395,0
2025-01-02,141,23:30,3700.96,0
2025-01-02,142,23:40,3769.729,0
2025-01-02,143,23:50,3428.202,0
2025-01-02,144,24:00,2919.12,0
2025-01-03,1,00:10,2954.3509,0
2025-01-03,2,00:20,2960.6102,0
2025-01-03,3,00:30,2756.51,0
2025-01-03,4,00:40,2725.0654,0
2025-01-03,5,00:50,2639.7341,0
2025-01-03,6,01:00,2583.76,0
2025-01-03,7,01:10,2902.6811,0
2025-01-03,8,01:20,3131.051,0
2025-01-03,9,01:30,3056.82,0
2025-01-03,10,01:40,2923.5412,0
2025-01-03,11,01:50,2940.6553,0
2025-01-03,12,02:00,3047.21,0
2025-01-03,13,02:10,3000.6237,0
2025-01-03,14,02:20,2860.5275,0
2025-01-03,15,02:30,2800.1,0
2025-01-03,16,02:40,2953.2923,0
2025-01-03,17,02:50,3161.0061,0
2025-01-03,18,03:00,3294,0
2025-01-03,19,03:10,3346.735,0
2025-01-03,20,03:20,3390.5777,0
2025-01-03,21,03:30,3426.62,0
2025-01-03,22,03:40,3375.8805,0
2025-01-03,23,03:50,3204.2096,0
2025-01-03,24,04:00,3155.14,0
2025-01-03,25,04:10,3470.3443,0
2025-01-03,26,04:20,3371.4266,0
2025-01-03,27,04:30,2945.58,0
2025-01-03,28,04:40,3074.9809,0
2025-01-03,29,04:50,3342.863,0
2025-01-03,30,05:00,3341.55,0
2025-01-03,31,05:10,3130.4364,0.0019
2025-01-03,32,05:20,3224.3627,0
2025-01-03,33,05:30,3607.85,0
2025-01-03,34,05:40,3733.6991,0.0271
2025-01-03,35,05:50,3503.3718,0
2025-01-03,36,06:00,3256.78,0
2025-01-03,37,06:10,3421.25,0.3772
2025-01-03,38,06:20,3519.6603,0
2025-01-03,39,06:30,3365.9,0
2025-01-03,40,06:40,3274.086,5.2535
2025-01-03,41,06:50,3462.1699,0
2025-01-03,42,07:00,3787.21,10.1625
2025-01-03,43,07:10,3895.0622,189.0764
2025-01-03,44,07:20,3904.9573,442.0453
2025-01-03,45,07:30,3913.93,703.4625
2025-01-03,46,07:40,3897.2707,972.3564
2025-01-03,47,07:50,3918.3208,1241.8825
2025-01-03,48,08:00,4025.58,1529.2875
2025-01-03,49,08:10,4146.3263,1846.5381
2025-01-03,50,08:20,3906.1017,2087.1569
2025-01-03,51,08:30,3524.22,2292.9375
2025-01-03,52,08:40,3689.646,2620.4459
2025-01-03,53,08:50,4284.7343,2975.4743
2025-01-03,54,09:00,4753.54,3263.25
2025-01-03,55,09:10,4591.2578,3471.5364
2025-01-03,56,09:20,4391.5782,3661.6122
2025-01-03,57,09:30,4496.24,3906
2025-01-03,58,09:40,4673.3336,4237.6324
2025-01-03,59,09:50,4538.2138,4559.3408
2025-01-03,60,10:00,4253.49,4799.25
2025-01-03,61,10:10,4355.1198,4933.6175
2025-01-03,62,10:20,4561.5437,4909.6483
2025-01-03,63,10:30,4553.01,4880.7
2025-01-03,64,10:40,4289.7362,5076.8898
2025-01-03,65,10:50,4146.1721,5196.2418
2025-01-03,66,11:00,4247.72,5189.7375
2025-01-03,67,11:10,4376.5197,5315.8751
2025-01-03,68,11:20,4356.2528,5513.9595
2025-01-03,69,11:30,4292.25,5731.875
2025-01-03,70,11:40,4431.7662,5984.1501
2025-01-03,71,11:50,4528.7137,6182.2434
2025-01-03,72,12:00,4406.42,6232.0875
2025-01-03,73,12:10,4161.4411,6124.346
2025-01-03,74,12:20,4175.5384,6089.4288
2025-01-03,75,12:30,4332.03,6095.775
2025-01-03,76,12:40,4156.8051,5886.2195
2025-01-03,77,12:50,3998.4468,5586.2759
2025-01-03,78,13:00,4008.75,5384.3625
2025-01-03,79,13:10,4000.4293,5377.1542
2025-01-03,80,13:20,4052.8564,5440.3984
2025-01-03,81,13:30,4047.69,5414.175
2025-01-03,82,13:40,3788.9507,5218.57
2025-01-03,83,13:50,3812.7819,5010.9891
2025-01-03,84,14:00,4095.07,4870.5
2025-01-03,85,14:10,4064.0778,4735.9305
2025-01-03,86,14:20,3932.6141,4538.4948
2025-01-03,87,14:30,3892.01,4289.0625
2025-01-03,88,14:40,3900.8667,4035.8747
2025-01-03,89,14:50,3890.6631,3666.7497
2025-01-03,90,15:00,3800.74,3262.425
2025-01-03,91,15:10,3650.1373,3026.2269
2025-01-03,92,15:20,3708.4101,2730.9581
2025-01-03,93,15:30,3860.93,2374.575
2025-01-03,94,15:40,3736.1478,2171.7749
2025-01-03,95,15:50,3699.9877,1878.1535
2025-01-03,96,16:00,3817.2,1480.1625
2025-01-03,97,16:10,3751.9521,1222.9729
2025-01-03,98,16:20,3533.1584,995.2058
2025-01-03,99,16:30,3406.26,725.3625
2025-01-03,100,16:40,3544.1616,461.2553
2025-01-03,101,16:50,3385.5316,200.2176
2025-01-03,102,17:00,2996.54,9.75
2025-01-03,103,17:10,2994.4949,0
2025-01-03,104,17:20,2976.805,5.7669
2025-01-03,105,17:30,2847.22,0
2025-01-03,106,17:40,2930.8792,0
2025-01-03,107,17:50,2970.7432,0.414
2025-01-03,108,18:00,2859.03,0
2025-01-03,109,18:10,2767.8666,0
2025-01-03,110,18:20,2778.7108,0.0297
2025-01-03,111,18:30,2809.88,0
2025-01-03,112,18:40,2711.9698,0
2025-01-03,113,18:50,2609.4796,0.0021
2025-01-03,114,19:00,2608.92,0
2025-01-03,115,19:10,2689.2879,0
2025-01-03,116,19:20,2685.1189,0
2025-01-03,117,19:30,2707.6,0
2025-01-03,118,19:40,2988.2372,0
2025-01-03,119,19:50,3022.4875,0
2025-01-03,120,20:00,2798.06,0
2025-01-03,121,20:10,2801.341,0
2025-01-03,122,20:20,2810.0049,0
2025-01-03,123,20:30,2766.2,0
2025-01-03,124,20:40,2865.7629,0
2025-01-03,125,20:50,2932.1172,0
2025-01-03,126,21:00,2903.7,0
2025-01-03,127,21:10,2876.0861,0
2025-01-03,128,21:20,2739.4924,0
2025-01-03,129,21:30,2646.76,0
2025-01-03,130,21:40,2854.3033,0
2025-01-03,131,21:50,2801.1854,0
2025-01-03,132,22:00,2481.44,0
2025-01-03,133,22:10,2453.7519,0
2025-01-03,134,22:20,2496.4764,0
2025-01-03,135,22:30,2462.06,0
2025-01-03,136,22:40,2454.9477,0
2025-01-03,137,22:50,2478.41,0
2025-01-03,138,23:00,2531.44,0
2025-01-03,139,23:10,2618.7584,0
2025-01-03,140,23:20,2674.9089,0
2025-01-03,141,23:30,2688.94,0
2025-01-03,142,23:40,2712.3789,0
2025-01-03,143,23:50,2755.1168,0
2025-01-03,144,24:00,2763.54,0
2025-01-04,1,00:10,2696.7943,0
2025-01-04,2,00:20,2758.1877,0
2025-01-04,3,00:30,2846.8,0
2025-01-04,4,00:40,2662.8402,0
2025-01-04,5,00:50,2560.2275,0
2025-01-04,6,01:00,2737.71,0
2025-01-04,7,01:10,3010.7018,0
2025-01-04,8,01:20,2977.7182,0
2025-01-04,9,01:30,2777.21,0
2025-01-04,10,01:40,2904.2621,0
2025-01-04,11,01:50,2944.0406,0
2025-01-04,12,02:00,2839.4,0
2025-01-04,13,02:10,2961.5683,0
2025-01-04,14,02:20,3044.5086,0
2025-01-04,15,02:30,3017.52,0
2025-01-04,16,02:40,3088.4171,0
2025-01-04,17,02:50,3140.8968,0
2025-01-04,18,03:00,3120.06,0
2025-01-04,19,03:10,3111.9018,0
2025-01-04,20,03:20,3174.4757,0
2025-01-04,21,03:30,3222.83,0
2025-01-04,22,03:40,3140.7512,0
2025-01-04,23,03:50,3203.5176,0
2025-01-04,24,04:00,3305.62,0
2025-01-04,25,04:10,3082.9711,0
2025-01-04,26,04:20,3029.6183,0
2025-01-04,27,04:30,3220.05,0
2025-01-04,28,04:40,3240.2096,0
2025-01-04,29,04:50,3268.5206,0
2025-01-04,30,05:00,3392.42,0
2025-01-04,31,05:10,3464.9422,0.0022
2025-01-04,32,05:20,3393.7832,0
2025-01-04,33,05:30,3279.16,0
2025-01-04,34,05:40,3313.089,0.0312
2025-01-04,35,05:50,3356.2249,0
2025-01-04,36,06:00,3321.9,0
2025-01-04,37,06:10,3281.593,0.4352
2025-01-04,38,06:20,3376.2584,0
2025-01-04,39,06:30,3460.27,0
2025-01-04,40,06:40,3291.7135,6.0622
2025-01-04,41,06:50,3419.9099,0
2025-01-04,42,07:00,3836.22,15.6375
2025-01-04,43,07:10,3951.1717,228.8427
2025-01-04,44,07:20,3880.812,502.1264
2025-01-04,45,07:30,3754.85,767.775
2025-01-04,46,07:40,3595.1141,1062.5019
2025-01-04,47,07:50,3657.7613,1360.9976
2025-01-04,48,08:00,3841.09,1621.0875
2025-01-04,49,08:10,3781.6989,1833.9476
2025-01-04,50,08:20,3727.8564,2116.4876
2025-01-04,51,08:30,3748.37,2438.775
2025-01-04,52,08:40,3718.0706,2668.5555
2025-01-04,53,08:50,4050.9075,2966.4092
2025-01-04,54,09:00,4551.39,3318.1875
2025-01-04,55,09:10,4547.9478,3532.3995
2025-01-04,56,09:20,4435.5222,3704.6783
2025-01-04,57,09:30,4409.26,3934.9125
2025-01-04,58,09:40,4296.3622,4213.7688
2025-01-04,59,09:50,4336.0833,4386.2676
2025-01-04,60,10:00,4540.85,4492.7625
2025-01-04,61,10:10,4626.107,4740.2442
2025-01-04,62,10:20,4473.539,5076.6249
2025-01-04,63,10:30,4327.19,5343
2025-01-04,64,10:40,4517.6361,5422.3907
2025-01-04,65,10:50,4485.4969,5514.8521
2025-01-04,66,11:00,4182.18,5702.1
2025-01-04,67,11:10,4147.4422,5898.8124
2025-01-04,68,11:20,4325.6893,6137.0074
2025-01-04,69,11:30,4465.74,6329.175
2025-01-04,70,11:40,4390.8655,6317.0081
2025-01-04,71,11:50,4359.7887,6260.4618
2025-01-04,72,12:00,4354.43,6339.1125
2025-01-04,73,12:10,4136.5048,6566.5273
2025-01-04,74,12:20,4106.5153,6560.6539
2025-01-04,75,12:30,4265.7,6341.7375
2025-01-04,76,12:40,4196.0578,6257.5304
2025-01-04,77,12:50,4049.2294,5987.3268
2025-01-04,78,13:00,3984.21,5575.05
2025-01-04,79,13:10,4041.6607,5445.517
2025-01-04,80,13:20,4331.9607,5402.9813
2025-01-04,81,13:30,4485.56,5200.725
2025-01-04,82,13:40,3988.5685,4825.9725
2025-01-04,83,13:50,3704.7485,4732.6649
2025-01-04,84,14:00,3923.46,4835.9625
2025-01-04,85,14:10,4088.3897,4598.3795
2025-01-04,86,14:20,3973.5363,4276.9137
2025-01-04,87,14:30,3805.42,4062.825
2025-01-04,88,14:40,3952.685,3871.9602
2025-01-04,89,14:50,3941.4367,3609.403
2025-01-04,90,15:00,3722.7,3287.4
2025-01-04,91,15:10,3725.3858,2993.1562
2025-01-04,92,15:20,3744.2329,2689.5273
2025-01-04,93,15:30,3688.59,2382.0375
2025-01-04,94,15:40,3719.3955,2118.5534
2025-01-04,95,15:50,3874.1808,1821.5988
2025-01-04,96,16:00,3950.84,1495.5
2025-01-04,97,16:10,3716.7753,1225.9
2025-01-04,98,16:20,3616.3037,970.1376
2025-01-04,99,16:30,3720.57,704.025
2025-01-04,100,16:40,3626.41,447.9122
2025-01-04,101,16:50,3226.8567,196.4463
2025-01-04,102,17:00,2831.45,13.5375
2025-01-04,103,17:10,2875.1922,0
2025-01-04,104,17:20,2966.3344,5.0717
2025-01-04,105,17:30,2895.99,0
2025-01-04,106,17:40,2826.198,0
2025-01-04,107,17:50,2826.1038,0.3641
2025-01-04,108,18:00,2855.21,0
2025-01-04,109,18:10,2854.7653,0
2025-01-04,110,18:20,3003.3345,0.0261
2025-01-04,111,18:30,3128.85,0
2025-01-04,112,18:40,2852.5218,0
2025-01-04,113,18:50,2595.6755,0.0019
2025-01-04,114,19:00,2609.96,0
2025-01-04,115,19:10,2771.3445,0
2025-01-04,116,19:20,2948.2664,0
2025-01-04,117,19:30,2972.82,0
2025-01-04,118,19:40,2762.3933,0
2025-01-04,119,19:50,2709.883,0
2025-01-04,120,20:00,2873.54,0
2025-01-04,121,20:10,2935.6796,0
2025-01-04,122,20:20,2890.2486,0
2025-01-04,123,20:30,2804.72,0
2025-01-04,124,20:40,2765.9763,0
2025-01-04,125,20:50,2958.1633,0
2025-01-04,126,21:00,3183.56,0
2025-01-04,127,21:10,3043.4519,0
2025-01-04,128,21:20,2941.1204,0
2025-01-04,129,21:30,3048.68,0
2025-01-04,130,21:40,3089.3913,0
2025-01-04,131,21:50,2762.2668,0
2025-01-04,132,22:00,2371.17,0
2025-01-04,133,22:10,2519.0914,0
2025-01-04,134,22:20,2613.8506,0
2025-01-04,135,22:30,2504.08,0
2025-01-04,136,22:40,2587.9952,0
2025-01-04,137,22:50,2506.0837,0
2025-01-04,138,23:00,2360.95,0
2025-01-04,139,23:10,2656.3913,0
2025-01-04,140,23:20,2882.5455,0
2025-01-04,141,23:30,2736.89,0
2025-01-04,142,23:40,2499.9476,0
2025-01-04,143,23:50,2866.8742,0
2025-01-04,144,24:00,3595.5,0
2025-01-05,1,00:10,3749.1135,0
2025-01-05,2,00:20,3734.5244,0
2025-01-05,3,00:30,3812.66,0
2025-01-05,4,00:40,3801.623,0
2025-01-05,5,00:50,3722.8105,0
2025-01-05,6,01:00,3699.55,0
2025-01-05,7,01:10,3827.0906,0
2025-01-05,8,01:20,3912.9068,0
2025-01-05,9,01:30,3857.93,0
2025-01-05,10,01:40,3743.3376,0
2025-01-05,11,01:50,3705.3998,0
2025-01-05,12,02:00,3840.47,0
2025-01-05,13,02:10,4111.152,0
2025-01-05,14,02:20,4173.47,0
2025-01-05,15,02:30,4084,0
2025-01-05,16,02:40,4206.0662,0
2025-01-05,17,02:50,4239.7353,0
2025-01-05,18,03:00,4083.92,0
2025-01-05,19,03:10,3978.0678,0
2025-01-05,20,03:20,4035.3939,0
2025-01-05,21,03:30,4133.79,0
2025-01-05,22,03:40,4072.3103,0
2025-01-05,23,03:50,4117.2544,0
2025-01-05,24,04:00,4285.16,0
2025-01-05,25,04:10,4282.9866,0
2025-01-05,26,04:20,4066.6452,0
2025-01-05,27,04:30,3935.69,0
2025-01-05,28,04:40,4248.767,0
2025-01-05,29,04:50,4509.0492,0
2025-01-05,30,05:00,4402.53,0
2025-01-05,31,05:10,4086.7682,0.0017
2025-01-05,32,05:20,3984.5987,0
2025-01-05,33,05:30,4079.37,0
2025-01-05,34,05:40,4097.6845,0.0239
2025-01-05,35,05:50,4692.7683,0
2025-01-05,36,06:00,5571.11,0
2025-01-05,37,06:10,5654.4759,0.333
2025-01-05,38,06:20,5441.9211,0
2025-01-05,39,06:30,5397.62,0
2025-01-05,40,06:40,5477.7916,4.638
2025-01-05,41,06:50,5397.1683,0
2025-01-05,42,07:00,5303.73,16.275
2025-01-05,43,07:10,5583.5442,192.9246
2025-01-05,44,07:20,5650.0131,422.7341
2025-01-05,45,07:30,5351,666.4125
2025-01-05,46,07:40,5277.6062,965.2214
2025-01-05,47,07:50,6196.9922,1252.967
2025-01-05,48,08:00,7436.32,1523.925
2025-01-05,49,08:10,7474.9983,1839.1118
2025-01-05,50,08:20,7261.0405,2173.2659
2025-01-05,51,08:30,7320.01,2498.175
2025-01-05,52,08:40,7260.5156,2806.9337
