date,planned_kwh,executed_normal_kwh,planned_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,cash_cost_yuan,emergency_kwh,unused_kwh,charge_kwh,discharge_kwh,up_kwh,down_kwh,initial_kwh,terminal_kwh,solver_runtime_s
2025-02-11,86541.94614554671,86541.94614554671,59402.1944878399,0.0,1283.578537579222,60685.77302541913,260.03897168035735,7030.457564500655,23952.26536522674,19401.334945833667,0.0,0.0,6000.000000000002,5999.999999999996,0.06100950000109151
2025-02-12,84832.88504086278,84832.88504086278,57853.569546330466,0.0,1768.6347371321413,59622.204283462605,394.19529493830515,5485.628859608478,23551.13338346986,19076.418040610588,0.0,0.0,5999.999999999996,5999.9999999999945,0.06044099999780883
2025-02-13,83240.13108885146,83240.13108885146,56312.684635918486,0.0,2017.1144478928175,58329.799083811304,581.3541611173132,8037.504343433397,23444.74678878265,18990.244898913938,0.0,0.0,5999.9999999999945,6000.000000000002,0.059685099997295765
2025-02-14,37396.27430314923,37396.27430314923,15636.180619432464,0.0,2985.8442532305194,18622.024872662983,1086.5795134805667,5060.714718387734,19054.406745133623,15434.069463558233,0.0,0.0,6000.000000000002,6000.000000000002,0.05709779999961029
2025-02-15,37539.07006716799,37539.07006716799,16016.879226162608,0.0,1950.7140800129937,17967.5933061756,568.3158174770382,5238.717613355593,18887.24826994442,15298.671098654988,0.0,0.0,6000.000000000002,5999.999999999995,0.05868950000149198
2025-02-16,80879.32681854241,80879.32681854241,54775.57008644157,0.0,6882.546923002809,61658.11700944438,1520.985328466113,2661.63210897555,22954.21546333142,18592.914525298445,0.0,0.0,5999.999999999995,5999.999999999997,0.06060499999875901
2025-02-17,81917.23313538493,81917.23313538493,55286.994449535836,0.0,933.4624497377152,56220.45689927355,241.08685017702757,6659.151366299464,22712.133961030577,18396.82850843476,0.0,0.0,5999.999999999997,6000.000000000004,0.060354700002790196
2025-02-18,79973.85429219279,79973.85429219279,53123.63511199807,0.0,2004.8456192152476,55128.48073121331,437.8277661392808,4076.0677296644194,22338.034449127987,18093.80790379367,0.0,0.0,6000.000000000004,5999.999999999999,0.05906029999823659
2025-02-19,80163.1179078866,80163.1179078866,53419.13126717715,0.0,3808.61831956054,57227.74958673769,958.7781151308586,3999.235306350798,22333.333333333336,18090.0,0.0,0.0,5999.999999999999,6000.0,0.0614808999998786
2025-02-20,78964.96270960572,78964.96270960572,53018.90689666817,0.0,3467.4158780580055,56486.32277472618,906.5031265340156,4539.773137297223,22834.520871100944,18495.961905591765,0.0,0.0,6000.0,5999.999999999999,0.06024819999947795
2025-02-21,36287.139513804694,36287.139513804694,15386.825382270963,0.0,606.5805483282642,15993.405930599227,236.68470734311498,7465.537265257408,18410.6574871425,14912.632564585427,0.0,0.0,5999.999999999999,5999.999999999998,0.05439249999835738
2025-02-22,36009.83263913833,36009.83263913833,15311.529858764818,0.0,1520.1903364326986,16831.720195197515,451.83829559530125,5150.321693976963,18245.191354859628,14778.604997436298,0.0,0.0,5999.999999999998,5999.999999999997,0.05249729999923147
2025-02-23,80308.32759593592,80308.32759593592,53249.265715976966,0.0,2428.4356136643773,55677.70132964134,603.9622156475167,4978.769461583426,23166.66666666667,18765.0,0.0,0.0,5999.999999999997,5999.999999999997,0.05956280000100378
2025-02-24,78622.09769830984,78622.09769830984,51817.67716953566,0.0,2356.638906808535,54174.31607634419,473.47811419663407,6513.249256525544,23048.91020691722,18669.61726760295,0.0,0.0,5999.999999999997,5999.999999999995,0.05759870000110823
2025-02-25,77924.62515911952,77924.62515911952,50600.734974196224,0.0,858.2812063712488,51459.01618056747,249.14665814772655,7969.226518489854,23069.58981812664,18686.367752682578,0.0,0.0,5999.999999999995,5999.999999999999,0.05711650000012014
2025-02-26,75417.46149762024,75417.46149762024,49667.37477595132,0.0,4365.405054441354,54032.779830392676,1209.0175494977996,3505.1837601061034,22665.511861466406,18359.06460778779,0.0,0.0,5999.999999999999,5999.999999999996,0.06011720000242349
2025-02-27,75186.75932101843,75186.75932101843,48112.0111875767,0.0,3264.3607519691486,51376.371939545854,612.7869130965871,4644.432781544009,22097.522381952636,17898.99312938163,0.0,0.0,5999.999999999996,6000.000000000002,0.06053989999782061
2025-02-28,35264.230550796914,35264.230550796914,14510.931313266308,0.0,693.8095763726965,15204.740889639004,209.27235376645712,8798.138548590181,17804.05687354316,14421.286067569967,0.0,0.0,6000.000000000002,5999.999999999995,0.05354269999952521
2025-03-01,35099.5744261139,35099.5744261139,14528.6050748391,0.0,1318.7116291805212,15847.316704019622,346.1738948094198,8438.168426235714,17625.336638706638,14276.522677352372,0.0,0.0,5999.999999999995,6000.000000000001,0.05321170000024722
2025-03-02,77608.11657184035,77608.11657184035,50810.79607974065,0.0,14254.316749067204,65065.112828807854,3187.427482068728,4160.654953358229,22508.326494127297,18231.744460243113,0.0,0.0,6000.000000000001,5999.999999999998,0.05906669999967562
2025-03-03,74843.75792043758,74843.75792043758,48678.39964215906,0.0,16340.84562064325,65019.2452628023,3529.8682722671147,2142.827956594396,22177.113698826048,17963.462096049094,0.0,0.0,5999.999999999998,6000.0,0.06174570000075619
2025-03-04,78981.6146617178,78981.6146617178,51997.9863802146,0.0,2767.354313359814,54765.34069357441,650.4647227033918,6092.569555913744,22842.378395653257,18502.326500479136,0.0,0.0,6000.0,6000.000000000002,0.0615853999988758
2025-03-05,78110.4330077584,78110.4330077584,50479.42645591233,0.0,982.5785563738516,51462.00501228619,283.45553877000754,7871.316374120379,23116.316609165035,18724.21645342368,0.0,0.0,6000.000000000002,6000.000000000002,0.06113330000152928
2025-03-06,75849.49593445827,75849.49593445827,48897.254035924314,0.0,1032.94544975368,49930.19948567799,303.6481981474317,5926.621378684706,22557.203266250923,18271.33464566325,0.0,0.0,6000.000000000002,5999.9999999999945,0.06046739999874262
2025-03-07,33795.80377232327,33795.80377232327,13853.29861979021,0.0,132.96647953382748,13986.265099324037,62.56863882231629,9702.707085402486,17017.788381104,13784.408588694234,0.0,0.0,5999.9999999999945,5999.999999999998,0.05513009999776841
2025-03-08,32620.28867388629,32620.28867388629,13577.409171850035,0.0,1011.4873333902831,14588.896505240318,319.60588601523466,10826.53442718976,16053.792716026821,13003.572099981724,0.0,0.0,5999.999999999998,6000.0,0.05565019999994547
2025-03-09,76578.69248131094,76578.69248131094,48136.71458204296,0.0,3690.919702843666,51827.634284886626,768.3547885076198,9666.482528844665,22879.156268283645,18532.116577309745,0.0,0.0,6000.0,6000.000000000003,0.0618735000025481
2025-03-10,72750.71715528476,72750.71715528476,47355.13398840047,0.0,10506.961650301995,57862.09563870246,2993.7710411163025,3222.851417219538,23576.65962727121,19097.09429808968,0.0,0.0,6000.000000000003,6000.0,0.06129779999901075
2025-03-11,75325.52680698672,75325.52680698672,47874.7493333427,0.0,1764.4362962908015,49639.185629633495,423.02524479814787,7365.376958396755,23390.82259677958,18946.566303391453,0.0,0.0,6000.0,6000.000000000005,0.06314439999914612
2025-03-12,72526.80968785584,72526.80968785584,45394.496339862264,0.0,1611.1441818406972,47005.64052170296,427.49644282143095,6080.049937725955,23361.692155884153,18922.97064626617,0.0,0.0,6000.000000000005,6000.000000000005,0.05932759999996051
2025-03-13,71074.20940030107,71074.20940030107,45434.27344028477,0.0,16795.2479323081,62229.52137259287,4165.267539106512,3302.2549131138967,23113.705313826475,18722.101304199445,0.0,0.0,6000.000000000005,6000.0,0.06023469999854569
2025-03-14,31988.1862583866,31988.1862583866,12823.217334065264,0.0,631.6043395173833,13454.821673582648,205.30016186174169,13124.060436915006,16000.0,12960.000000000002,0.0,0.0,6000.0,6000.000000000002,0.05384090000006836
2025-03-15,31916.601342079117,31916.601342079117,13176.18425885648,0.0,1415.4017389229548,14591.585997779435,449.5111343886259,8401.987326467737,16000.000000000002,12959.999999999998,0.0,0.0,6000.000000000002,6000.0000000000055,0.05468549999932293
2025-03-16,75002.83865584938,75002.83865584938,47159.99387325561,0.0,1678.8567782431503,48838.85065149876,402.0143616923426,7651.312034804824,23171.021312650337,18768.52726324677,0.0,0.0,6000.0000000000055,6000.000000000003,0.06035229999906733
2025-03-17,74200.59204604637,74200.59204604637,45214.56758126947,0.0,750.6798246674972,45965.24740593696,155.96654252641554,12091.719039223794,23193.20061060872,18786.492494593065,0.0,0.0,6000.000000000003,5999.999999999998,0.061211600001115585
2025-03-18,71357.20229936481,71357.20229936481,43833.22847361275,0.0,5877.82496603046,49711.053439643205,1132.6472293522568,7237.945230252182,21715.504904201163,17589.558972402938,0.0,0.0,5999.999999999998,6000.000000000004,0.061144100000092294
2025-03-19,71281.98701756613,71281.98701756613,43460.49766594199,0.0,793.2474884274658,44253.745154369455,156.16343439835634,7635.53833105642,22827.061425831893,18489.919754923834,0.0,0.0,6000.000000000004,6000.000000000002,0.06077079999886337
2025-03-20,71444.89017274215,71444.89017274215,44203.91945681375,0.0,2731.110745566667,46935.03020238041,635.6150346672471,5549.970621536452,22745.119837927756,18423.547068721484,0.0,0.0,6000.000000000002,5999.999999999998,0.06199689999994007
2025-03-21,30923.481735182362,30923.481735182362,12227.536728417814,0.0,909.8175133576465,13137.35424177546,291.37654426490343,16141.393762780597,16000.0,12959.999999999998,0.0,0.0,5999.999999999998,6000.000000000002,0.05337789999975939
2025-03-22,31435.856657306587,31435.856657306587,12758.61021166821,0.0,424.3047030735145,13182.914914741725,172.7681766884616,12687.425100661718,16000.0,12960.000000000002,0.0,0.0,6000.000000000002,5999.999999999998,0.051973999998153886
2025-03-23,70303.64110510291,70303.64110510291,42957.39947603097,0.0,2068.2257311776757,45025.62520720865,535.7974595206324,7722.226661355669,22881.5357189537,18534.04393235249,0.0,0.0,5999.999999999998,6000.000000000003,0.060389000002032844
2025-03-24,68271.94909474706,68271.94909474706,42016.51884233608,0.0,2316.730312224836,44333.249154560915,641.1044828632364,6717.954467356681,22087.37908905414,17890.77706213385,0.0,0.0,6000.000000000003,6000.000000000003,0.058579399999871384
2025-03-25,67870.0599579383,67870.0599579383,41600.80104968301,0.0,4821.3360017405475,46422.13705142356,1254.3820779463792,3908.1388611915713,22453.57083171807,18187.392373691633,0.0,0.0,6000.000000000003,6000.000000000003,0.05915860000095563
2025-03-26,67888.0902844441,67888.0902844441,41223.5738574483,0.0,811.2565064192681,42034.830363867564,240.42970977572452,8244.63940495646,22585.924855772108,18294.5991331754,0.0,0.0,6000.000000000003,6000.000000000004,0.059106200002133846
2025-03-27,67892.89392856401,67892.89392856401,41234.2345359508,0.0,2985.2431978511977,44219.477733802,745.6049170854486,5820.324704970054,21585.182845681105,17483.998105001698,0.0,0.0,6000.000000000004,6000.0,0.059726599996793084
2025-03-28,30503.740939497606,30503.740939497606,12092.908974199374,0.0,785.6128268317004,12878.521801031075,264.0600926229835,16905.92026545392,15999.999999999998,12959.999999999998,0.0,0.0,6000.0,6000.000000000001,0.05446800000208896
2025-03-29,30671.434648224327,30671.434648224327,12101.230755872668,0.0,700.6547111090115,12801.88546698168,218.39053964157313,20142.616004532567,16000.0,12960.0,0.0,0.0,6000.000000000001,5999.999999999999,0.05148680000274908
2025-03-30,66508.80416129985,66508.80416129985,39291.1834759075,0.0,2086.3107126207783,41377.494188528275,492.15054509963545,7585.153362536299,21422.008651911503,17351.827008048313,0.0,0.0,5999.999999999999,6000.000000000005,0.0614142999984324
2025-03-31,64355.52501975146,64355.52501975146,38711.313486007624,0.0,7789.628081928713,46500.94156793634,1912.1026774281547,5250.663822943828,21397.7599521182,17332.185561215738,0.0,0.0,6000.000000000005,6000.000000000005,0.06081040000208304
2025-04-01,64943.73444581263,64943.73444581263,40086.38406113506,0.0,8378.89276768727,48465.27682882233,2559.333312398724,3210.612732322822,21492.65004853617,17409.0465393143,0.0,0.0,6000.000000000005,6000.000000000003,0.059619899999233894
2025-04-02,66945.7431349921,66945.7431349921,40263.84552626511,0.0,11645.870600892371,51909.71612715748,2270.1846688851256,4688.170781711944,21539.061169290926,17446.639547125647,0.0,0.0,6000.000000000003,6000.000000000001,0.05974390000119456
2025-04-03,68055.11588638049,68055.11588638049,41009.12085300713,0.0,2004.3033756487189,43013.42422865585,478.26979323612824,8575.365711278864,21549.945798268862,17455.45609659778,0.0,0.0,6000.000000000001,6000.000000000001,0.06172879999940051
2025-04-04,29996.006069124127,29996.006069124127,11688.968069141638,0.0,405.89701207004487,12094.865081211683,145.01220593421468,20670.216025058344,15999.999999999998,12959.999999999998,0.0,0.0,6000.000000000001,6000.000000000003,0.0516803999998956
2025-04-05,30137.217226936085,30137.217226936085,12017.19629774052,0.0,1555.8580597851383,13573.054357525658,550.4219498789271,15603.52419348168,15999.999999999996,12960.000000000002,0.0,0.0,6000.000000000003,5999.999999999999,0.050377299998217495
2025-04-06,65164.84116648091,65164.84116648091,39158.73171931187,0.0,809.0422693087577,39967.77398862063,199.33214363719182,6853.40094099246,21582.61106557354,17481.914963114566,0.0,0.0,5999.999999999999,5999.999999999999,0.05990340000062133
2025-04-07,65341.320558167776,65341.320558167776,38879.46678137721,0.0,796.1827915187449,39675.649572895956,270.3060863287999,8284.611014542303,21496.29656116284,17412.000214541895,0.0,0.0,5999.999999999999,6000.000000000003,0.0612516000001051
2025-04-08,67332.86443138399,67332.86443138399,39398.65834175648,0.0,3129.194617685213,42527.8529594417,702.265091910908,9582.119809775293,21577.979457120822,17478.16336026787,0.0,0.0,6000.000000000003,5999.9999999999945,0.06194320000213338
2025-04-09,65359.57247652751,65359.57247652751,39295.75620672484,0.0,5328.092349680648,44623.848556405486,1456.7617299561505,3590.864485557038,21532.41423294706,17441.255528687114,0.0,0.0,5999.9999999999945,6000.000000000001,0.060771699998440454
2025-04-10,64240.7708900008,64240.7708900008,38515.9641811825,0.0,2253.6100324244326,40769.57421360693,479.45359534011095,6153.613317666331,21610.38561933989,17504.41235166531,0.0,0.0,6000.000000000001,6000.0000000000055,0.05947500000183936
2025-04-11,29220.26253935775,29220.26253935775,11446.59002036578,0.0,1049.6351565237792,12496.225176889558,318.9863152253233,21182.598687916412,16000.0,12960.000000000004,0.0,0.0,6000.0000000000055,6000.0,0.05065499999909662
2025-04-12,29372.03712078067,29372.03712078067,11598.157753645051,0.0,460.8146299487182,12058.97238359377,137.62207828407114,17444.49864906475,15999.999999999996,12960.0,0.0,0.0,6000.0,5999.9999999999945,0.04853940000248258
2025-04-13,63756.329594777744,63756.329594777744,38117.19708814337,0.0,1963.8111781745677,40081.00826631794,431.40078454317927,5819.882360875041,21534.155447960762,17442.665912848206,0.0,0.0,5999.9999999999945,6000.000000000003,0.059760100000858074
2025-04-14,63443.64770041995,63443.64770041995,37370.05476883622,0.0,1660.711176878432,39030.76594571465,413.02756801813246,7233.907206525371,21551.243483751132,17456.50722183842,0.0,0.0,6000.000000000003,6000.0,0.05941200000233948
2025-04-15,65262.859736524384,65262.859736524384,37787.32447915108,0.0,583.9510468802831,38371.275526031364,125.17539986323453,11142.874488721369,21609.11481227853,17503.382997945606,0.0,0.0,6000.0,6000.0,0.0603080000000773
2025-04-16,64314.6517296988,64314.6517296988,38355.22161252918,0.0,1435.0557238252418,39790.277336354426,356.9059420002634,4848.990356301967,21278.817712616346,17235.842347219237,0.0,0.0,6000.0,6000.000000000002,0.05780659999800264
2025-04-17,61366.07936514882,61366.07936514882,36326.271260375186,0.0,1617.6459179787296,37943.91717835391,516.747524016916,4926.104287803533,21517.790796643167,17429.410545280964,0.0,0.0,6000.000000000002,6000.000000000002,0.05838270000094781
2025-04-18,28424.073589130367,28424.073589130367,10917.019499998794,0.0,335.6506170563364,11252.670117055131,128.81462527708067,19158.771031074117,16000.000000000002,12960.000000000002,0.0,0.0,6000.000000000002,6000.0,0.04820330000075046
2025-04-19,28181.64770867293,28181.64770867293,10855.714995688464,0.0,732.2455525336734,11587.960548222138,280.4681227664149,18637.436581439346,15999.999999999998,12960.0,0.0,0.0,6000.0,6000.0,0.04904230000101961
2025-04-20,62358.15621449964,62358.15621449964,36792.80784544333,0.0,1177.050961566455,37969.85880700978,264.78499606209544,6578.924273781224,21506.695018143055,17420.422964695874,0.0,0.0,6000.0,5999.999999999999,0.05767520000154036
2025-04-21,62329.56989444125,62329.56989444125,35851.282242144254,0.0,907.6456430488768,36758.92788519313,272.8376389186543,9992.691783614175,21541.080875854714,17448.275509442312,0.0,0.0,5999.999999999999,6000.000000000003,0.057599499999923864
2025-04-22,61997.83145184491,61997.83145184491,36609.6669497274,0.0,1436.8594717483825,38046.52642147578,484.48034104424363,6257.840871121615,21429.166342636192,17357.62473753532,0.0,0.0,6000.000000000003,5999.999999999996,0.0578590000004624
2025-04-23,63732.42554905824,63732.42554905824,37681.04330079252,0.0,829.782142712563,38510.82544350508,235.27697179233894,8537.383258050379,21212.64497965012,17182.242433516592,0.0,0.0,5999.999999999996,6000.000000000004,0.058862500001851004
2025-04-24,60431.78882916125,60431.78882916125,35642.331169584206,0.0,994.5975386326247,36636.92870821683,290.8882495036629,9594.375470802213,21253.657409803698,17215.462501941,0.0,0.0,6000.000000000004,5999.999999999995,0.06020580000040354
2025-04-25,27406.987644872133,27406.987644872133,10286.638739110504,0.0,473.6529722675845,10760.291711378088,142.6334882930692,22509.263483165196,15999.999999999998,12959.999999999995,0.0,0.0,5999.999999999995,5999.999999999999,0.049027199998818105
2025-04-26,27353.112228771468,27353.112228771468,10654.73608969599,0.0,965.2942514459744,11620.030341141965,327.0907384528116,24570.009333890946,16000.000000000002,12960.0,0.0,0.0,5999.999999999999,6000.000000000001,0.04987219999748049
2025-04-27,58681.530695812646,58681.530695812646,34105.47618328486,0.0,3124.203770797916,37229.67995408278,769.9683018314474,7004.1972360872605,20388.581990650026,16514.75141242652,0.0,0.0,6000.000000000001,6000.0,0.05681330000152229
2025-04-28,57571.699767292135,57571.699767292135,34370.01186026917,0.0,19994.70367768546,54364.71553795463,5003.729180416652,2120.8262092568402,20171.765377817268,16339.129956031986,0.0,0.0,6000.0,5999.999999999999,0.05794859999878099
2025-04-29,62336.96180358011,62336.96180358011,35681.644906658184,0.0,1437.7250946982554,37119.37000135644,338.3174213144798,11202.355983506988,21261.62907747858,17221.91955275765,0.0,0.0,5999.999999999999,6000.000000000004,0.05680469999788329
2025-04-30,61026.03542722507,61026.03542722507,35451.066461045484,0.0,965.7391192004236,36416.805580245906,264.43504095327813,9137.177848186499,20507.56940346587,16611.131216807356,0.0,0.0,6000.000000000004,6000.0,0.059150400000362424
2025-05-01,56881.898967707784,56881.898967707784,34383.7741485288,0.0,15424.588930176065,49808.36307870486,3232.8579327431,5367.606937859071,19661.953487325318,15926.182324733503,0.0,0.0,6000.0,6000.000000000006,0.05811320000066189
2025-05-02,27399.478300244602,27399.478300244602,10955.019121772859,0.0,11749.940836659167,22704.959958432024,3277.7645354676683,13188.589419045611,16833.333333333332,13635.000000000004,0.0,0.0,6000.000000000006,6000.0,0.05032799999753479
2025-05-03,28753.441711726024,28753.441711726024,11813.468627767703,0.0,5095.0507643635465,16908.51939213125,1154.300613636777,17842.237342029468,16833.333333333332,13635.0,0.0,0.0,6000.0,5999.999999999998,0.04917609999756678
2025-05-04,63475.884548675895,63475.884548675895,39505.30923873327,0.0,2623.4347337864374,42128.74397251971,875.3454423846919,8645.330021141928,20901.22440308062,16929.991766495303,0.0,0.0,5999.999999999998,5999.999999999998,0.05795429999852786
2025-05-05,64218.75245800167,64218.75245800167,39500.96549099946,0.0,4904.554251568605,44405.51974256806,1142.0270033248748,6385.306655939143,20523.505291512643,16624.03928612524,0.0,0.0,5999.999999999998,6000.000000000002,0.05720760000258451
2025-05-06,63373.7480626593,63373.7480626593,39218.59667640665,0.0,3920.756138567789,43139.35281497444,942.9699774334943,7476.573725743371,20895.062882540828,16925.00093485807,0.0,0.0,6000.000000000002,5999.999999999999,0.05754940000042552
2025-05-07,65907.89605574869,65907.89605574869,40177.71746807758,0.0,3176.0355131079714,43353.75298118555,649.2222316485312,7433.072427287267,21348.420579526104,17292.220669416143,0.0,0.0,5999.999999999999,6000.000000000002,0.058329900002718205
2025-05-08,63982.2689808568,63982.2689808568,39890.627130660025,0.0,5492.710988201512,45383.33811886154,1617.5563228972028,5700.511124855403,21435.79883630843,17362.997057409822,0.0,0.0,6000.000000000002,6000.0000000000055,0.05431730000054813
2025-05-09,32664.50890855753,32664.50890855753,14524.158485647928,0.0,241.12176746849508,14765.280253116423,130.37480571693146,21097.164530941132,16833.333333333336,13635.000000000004,0.0,0.0,6000.0000000000055,5999.999999999999,0.04983150000043679
2025-05-10,31288.506625008795,31288.506625008795,13995.619089448715,0.0,1096.5906964672247,15092.20978591594,434.3957902587981,16403.523798600923,16833.333333333336,13635.0,0.0,0.0,5999.999999999999,5999.999999999998,0.04983100000026752
2025-05-11,66355.84895181109,66355.84895181109,40926.34422592237,0.0,2466.3924016916635,43392.73662761403,651.2326030337915,7427.346767647272,21556.08265191721,17460.42694805294,0.0,0.0,5999.999999999998,6000.000000000004,0.05704100000002654
2025-05-12,66546.11518037925,66546.11518037925,41169.19086604638,0.0,3581.1993796354427,44750.390245681825,1162.8529655600746,11640.965471089878,21772.67074482169,17635.863303305578,0.0,0.0,6000.000000000004,5999.999999999997,0.05751360000067507
2025-05-13,64610.383502607525,64610.383502607525,39571.4073457114,0.0,1121.1605312685576,40692.567876979956,345.4444627062197,7831.816864681412,21025.254389292983,17030.45605532731,0.0,0.0,5999.999999999997,6000.000000000001,0.057536299998901086
2025-05-14,65269.77158763641,65269.77158763641,39548.62745081865,0.0,1186.1182149693968,40734.74566578805,327.953918818936,8644.188657978619,20733.62139549157,16794.23333034817,0.0,0.0,6000.000000000001,6000.000000000002,0.056570799999462906
2025-05-15,64821.5474907734,64821.5474907734,39638.664641907344,0.0,2051.594686421595,41690.25932832894,507.5172519218287,8723.978377644724,20210.67411430091,16370.646032583738,0.0,0.0,6000.000000000002,6000.000000000001,0.05794239999886486
2025-05-16,30100.68017823117,30100.68017823117,12643.225527488547,0.0,433.0767583557964,13076.302285844344,195.71263086859102,24382.552942433096,16833.333333333332,13635.000000000004,0.0,0.0,6000.000000000001,5999.999999999997,0.049980799998593284
2025-05-17,30010.518696256986,30010.518696256986,12967.15815770059,0.0,1831.9841031966832,14799.142260897273,497.23682639159426,16860.019037754173,16836.512639795135,13637.575238234058,0.0,0.0,5999.999999999997,5999.999999999999,0.049516099999891594
2025-05-18,64640.07920694437,64640.07920694437,39677.006478205934,0.0,2513.4929588119076,42190.49943701784,804.3981920507416,8022.736959173637,19713.538630639312,15967.96629081784,0.0,0.0,5999.999999999999,6000.0,0.056871000000683125
2025-05-19,64289.16810964965,64289.16810964965,38330.57110987687,0.0,1080.255785031539,39410.826894908416,181.6479348959898,13173.359527092245,19906.52614449152,16124.286177038131,0.0,0.0,6000.0,6000.0,0.05575360000148066
2025-05-20,63269.064080603566,63269.064080603566,38438.052138338084,0.0,2560.461262377925,40998.51340071601,720.1691877892765,5632.929162682594,20152.154152860952,16323.24486381737,0.0,0.0,6000.0,6000.000000000005,0.05672250000134227
2025-05-21,63762.602622579434,63762.602622579434,38918.4919139643,0.0,1913.6038865292242,40832.095800493524,515.9656202497425,9197.634120346243,19570.099153418945,15851.780314269345,0.0,0.0,6000.000000000005,6000.0000000000055,0.056370099999185186
2025-05-22,63512.51508873189,63512.51508873189,38500.47690157998,0.0,931.9585174544413,39432.435419034424,215.76066344758698,9233.92513886192,19356.419982373132,15678.700185722242,0.0,0.0,6000.0000000000055,5999.999999999998,0.05756190000101924
2025-05-23,29595.25270620571,29595.25270620571,12407.074339287898,0.0,373.8220975044468,12780.896436792344,149.9162351516946,20125.886724690736,16833.333333333332,13634.999999999998,0.0,0.0,5999.999999999998,5999.999999999999,0.04958759999863105
2025-05-24,30049.49293747667,30049.49293747667,13024.845288777,0.0,374.78548585576175,13399.630774632762,165.66805921544716,23262.326280025445,16833.333333333336,13635.000000000002,0.0,0.0,5999.999999999999,6000.0,0.04956600000150502
2025-05-25,64236.25376811588,64236.25376811588,39018.2663021839,0.0,697.6491745741575,39715.91547675806,150.0918704847649,12134.792826268498,19508.119099993724,15801.576470994916,0.0,0.0,6000.0,5999.999999999998,0.05788900000334252
2025-05-26,64809.667671103205,64809.667671103205,39168.88247254491,0.0,3841.5440438879405,43010.426516432846,987.7434745992264,7595.330348820531,19064.462352009956,15442.214505128062,0.0,0.0,5999.999999999998,6000.000000000001,0.05754019999949378
2025-05-27,62281.30588802704,62281.30588802704,37771.534067290544,0.0,564.1096962455431,38335.643763536085,176.6859308047661,9387.487898414456,19369.140107459778,15689.00348704242,0.0,0.0,6000.000000000001,5999.999999999996,0.05612860000110231
2025-05-28,63560.93393318073,63560.93393318073,38811.32535235565,0.0,1365.3580593844245,40176.68341174007,399.2045776078704,8036.268125473883,19210.76992270899,15560.723637394274,0.0,0.0,5999.999999999996,6000.000000000003,0.05624270000043907
2025-05-29,62648.72682880629,62648.72682880629,38135.33641872638,0.0,2877.479305723067,41012.81572444944,753.4040026354438,5554.522168306344,19670.97454281782,15933.489379682433,0.0,0.0,6000.000000000003,6000.000000000003,0.055629400001635076
2025-05-30,29356.918596218286,29356.918596218286,12489.374029985202,0.0,1209.7132199614916,13699.087249946693,439.04697919788646,20001.398975416174,16833.333333333332,13635.000000000002,0.0,0.0,6000.000000000003,5999.999999999998,0.04911330000322778
