date,planned_purchase_kwh,emergency_purchase_kwh,planned_plus_emergency_kwh,planned_cost_yuan,emergency_cost_yuan,actual_total_cost_yuan,initial_kwh,terminal_kwh,total_unused_kwh
2025-07-16,85818.85681212778,493.24605437621096,86312.10286650399,54178.11634742067,1820.9573703581123,55999.07371777878,1199.9999999999982,1200.0000000000014,9960.872569622672
2025-07-17,86775.31684401156,390.178645358928,87165.49548937049,54945.95242113911,1667.5597387301527,56613.512159869264,1200.0000000000014,1200.000000000001,10219.870113295092
2025-07-18,83941.91610455228,0.0,83941.91610455228,52825.41609159683,0.0,52825.41609159683,1200.000000000001,1200.0000000000023,48487.426479102345
2025-07-19,81358.88679796232,12.961843864301727,81371.84864182663,50972.974333427,27.71242218187709,51000.68675560888,1200.0000000000023,1200.0,50112.45367621693
2025-07-20,82498.61511301633,651.5643279480818,83150.17944096442,51870.45670856445,2051.9894984926163,53922.446207057066,1200.0,1200.0000000000014,6961.777881602571
2025-07-21,83477.18653730037,1350.599484529015,84827.78602182938,52581.27660384815,4751.423455973544,57332.70005982169,1200.0000000000014,1200.000000000001,6720.729854856442
2025-07-22,85329.6805219149,889.6610821903229,86219.34160410521,53830.46972811921,3759.820526958015,57590.29025507723,1200.000000000001,1200.0000000000023,8243.999433062967
2025-07-23,85694.21015688746,814.6976861665628,86508.90784305402,54160.359641626696,3234.9860451983104,57395.34568682501,1200.0000000000023,1200.0000000000018,8104.845807850523
2025-07-24,86901.41412834481,1040.204034340387,87941.6181626852,55120.224962370914,4300.255353569732,59420.480315940644,1200.0000000000018,1199.9999999999995,10119.517725641657
2025-07-25,84136.16218240648,0.0,84136.16218240648,53059.32122681128,0.0,53059.32122681128,1199.9999999999995,1200.0000000000027,53535.59658582537
2025-07-26,80846.37138026248,0.0,80846.37138026248,50865.300784043895,0.0,50865.300784043895,1200.0000000000027,1199.9999999999986,48429.78527207932
