date,decision_hour,interval,is_executed_version,original_Q_kwh,R_kwh,C_kwh,D_kwh
2025-02-01,0,08:50-09:00,0,0.0,0.0,0.0,570.7324304999931
2025-02-01,0,09:00-09:10,0,0.0,0.0,0.0,493.42690776928316
2025-02-01,0,09:10-09:20,0,0.0,0.0,0.0,430.76418101014235
2025-02-01,0,09:20-09:30,0,0.0,0.0,0.0,389.74675812006285
2025-02-01,0,09:30-09:40,0,0.0,0.0,0.0,320.8933880931197
2025-02-01,0,09:40-09:50,0,0.0,0.0,0.0,282.82272275655725
2025-02-01,0,09:50-10:00,0,0.0,0.0,0.0,238.71634177243357
2025-02-01,0,10:00-10:10,0,0.0,0.0,0.0,207.7240205280808
2025-02-01,0,10:10-10:20,0,0.0,0.0,0.0,130.38847393810317
2025-02-01,0,10:20-10:30,0,0.0,0.0,0.0,120.71139264780186
2025-02-01,0,10:30-10:40,0,0.0,0.0,0.0,63.31152102561737
2025-02-01,0,10:40-10:50,0,26.833561155107873,26.833561155107873,0.0,0.0
2025-02-01,0,10:50-11:00,0,840.7737802409226,840.7737802409226,833.3333333333333,0.0
2025-02-01,0,11:00-11:10,0,798.3064745776537,798.3064745776537,833.3333333333333,0.0
2025-02-01,0,11:10-11:20,0,832.6817445862714,832.6817445862714,833.3333333333333,0.0
2025-02-01,0,11:20-11:30,0,860.2859722924632,860.2859722924632,833.3333333333333,0.0
2025-02-01,0,11:30-11:40,0,847.8322113024392,847.8322113024392,833.3333333333333,0.0
2025-02-01,0,11:40-11:50,0,836.6136135453648,836.6136135453648,833.3333333333333,0.0
2025-02-01,0,11:50-12:00,0,813.590043128954,813.590043128954,833.3333333333333,0.0
2025-02-01,0,12:00-12:10,0,820.6180205332442,820.6180205332442,833.3333333333333,0.0
2025-02-01,0,12:10-12:20,0,845.3462813329477,845.3462813329477,833.3333333333333,0.0
2025-02-01,0,12:20-12:30,0,878.0364342434092,878.0364342434092,833.3333333333333,0.0
2025-02-01,0,12:30-12:40,0,884.6877270275176,884.6877270275176,833.3333333333333,0.0
2025-02-01,0,12:40-12:50,0,934.3374264729208,934.3374264729208,833.3333333333333,0.0
2025-02-01,0,12:50-13:00,0,192.66560331005917,192.66560331005917,0.0,0.0
2025-02-01,0,13:00-13:10,0,192.71937866882502,192.71937866882502,0.0,0.0
2025-02-01,0,13:10-13:20,0,175.44995931840663,175.44995931840663,0.0,0.0
2025-02-01,0,13:20-13:30,0,206.59523640517386,206.59523640517386,0.0,0.0
2025-02-01,0,13:30-13:40,0,246.88996261623072,246.88996261623072,0.0,0.0
2025-02-01,0,13:40-13:50,0,277.6237361150013,277.6237361150013,0.0,0.0
2025-02-01,0,13:50-14:00,0,0.0,0.0,0.0,358.72818768810214
2025-02-01,0,14:00-14:10,0,0.0,0.0,0.0,338.1581326956647
2025-02-01,0,14:10-14:20,0,0.0,0.0,0.0,387.4869165140202
2025-02-01,0,14:20-14:30,0,0.0,0.0,0.0,430.04889299351055
2025-02-01,0,14:30-14:40,0,0.0,0.0,0.0,497.6972431908522
2025-02-01,0,14:40-14:50,0,0.0,0.0,0.0,538.3117183946551
2025-02-01,0,14:50-15:00,0,1402.0240925637559,1402.0240925637559,833.3333333333333,0.0
2025-02-01,0,15:00-15:10,0,1445.2965308207624,1445.2965308207624,833.3333333333333,0.0
2025-02-01,0,15:10-15:20,0,1476.7090095041722,1476.7090095041722,833.3333333333333,0.0
2025-02-01,0,15:20-15:30,0,1538.4196031501226,1538.4196031501226,833.3333333333333,0.0
2025-02-01,0,15:30-15:40,0,746.1994400148864,746.1994400148864,0.0,0.0
2025-02-01,0,15:40-15:50,0,792.6268220063546,792.6268220063546,0.0,0.0
2025-02-01,0,15:50-16:00,0,831.3666603422017,831.3666603422017,0.0,0.0
2025-02-01,0,16:00-16:10,0,873.2830158071822,873.2830158071822,0.0,0.0
2025-02-01,0,16:10-16:20,0,913.450026974378,913.450026974378,0.0,0.0
2025-02-01,0,16:20-16:30,0,921.970428580923,921.970428580923,0.0,0.0
2025-02-01,0,16:30-16:40,0,937.4949695130143,937.4949695130143,0.0,0.0
2025-02-01,0,16:40-16:50,0,952.8285605579943,952.8285605579943,0.0,-0.0
2025-02-01,0,16:50-17:00,0,970.113713441879,970.113713441879,0.0,0.0
2025-02-01,0,17:00-17:10,0,975.8625056748998,975.8625056748998,0.0,0.0
2025-02-01,0,17:10-17:20,0,972.5665697689615,972.5665697689615,0.0,0.0
2025-02-01,0,17:20-17:30,0,990.891325479175,990.891325479175,0.0,0.0
2025-02-01,0,17:30-17:40,0,1030.518066561822,1030.518066561822,0.0,0.0
2025-02-01,0,17:40-17:50,0,912.8249901853636,912.8249901853636,0.0,-0.0
2025-02-01,0,17:50-18:00,0,726.4186716808236,726.4186716808236,0.0,-0.0
2025-02-01,0,18:00-18:10,0,589.7516783132745,589.7516783132745,0.0,100.88918980367961
2025-02-01,0,18:10-18:20,0,713.906642499694,713.906642499694,0.0,0.0
2025-02-01,0,18:20-18:30,0,690.3310159838293,690.3310159838293,0.0,0.0
2025-02-01,0,18:30-18:40,0,699.3926344561432,699.3926344561432,0.0,0.0
2025-02-01,0,18:40-18:50,0,0.0,0.0,0.0,719.9286639473557
2025-02-01,0,18:50-19:00,0,0.0,0.0,0.0,724.1163429849968
2025-02-01,0,19:00-19:10,0,0.0,0.0,0.0,704.1682182349587
2025-02-01,0,19:10-19:20,0,0.0,0.0,0.0,702.8189245705709
2025-02-01,0,19:20-19:30,0,0.0,0.0,0.0,705.2887721185201
2025-02-01,0,19:30-19:40,0,0.0,0.0,0.0,702.206787699474
2025-02-01,0,19:40-19:50,0,0.0,0.0,0.0,711.9804119399676
2025-02-01,0,19:50-20:00,0,0.0,0.0,0.0,706.4339668461055
2025-02-01,0,20:00-20:10,0,0.0,0.0,0.0,712.480105146744
2025-02-01,0,20:10-20:20,0,0.0,0.0,0.0,716.0516978375106
2025-02-01,0,20:20-20:30,0,0.0,0.0,0.0,719.7452774185763
2025-02-01,0,20:30-20:40,0,0.0,0.0,0.0,713.891641451541
2025-02-01,0,20:40-20:50,0,704.7084636163642,704.7084636163642,0.0,-0.0
2025-02-01,0,20:50-21:00,0,713.5277027007028,713.5277027007028,0.0,0.0
2025-02-01,0,21:00-21:10,0,708.9292384447969,708.9292384447969,0.0,0.0
2025-02-01,0,21:10-21:20,0,709.8528846337658,709.8528846337658,0.0,0.0
2025-02-01,0,21:20-21:30,0,727.615064444758,727.615064444758,0.0,0.0
2025-02-01,0,21:30-21:40,0,746.6119481838062,746.6119481838062,0.0,-0.0
2025-02-01,0,21:40-21:50,0,688.2506848823099,688.2506848823099,0.0,-0.0
2025-02-01,0,21:50-22:00,0,1397.5537962610692,1397.5537962610692,833.3333333333333,0.0
2025-02-01,0,22:00-22:10,0,1384.6007487727238,1384.6007487727238,833.3333333333333,0.0
2025-02-01,0,22:10-22:20,0,562.3536092823664,562.3536092823664,0.0,0.0
2025-02-01,0,22:20-22:30,0,1392.8125912895257,1392.8125912895257,833.3333333333333,0.0
2025-02-01,0,22:30-22:40,0,1397.2764037451363,1397.2764037451363,833.3333333333333,0.0
2025-02-01,0,22:40-22:50,0,568.0113087872348,568.0113087872348,0.0,0.0
2025-02-01,0,22:50-23:00,0,1394.2800995422062,1394.2800995422062,833.3333333333333,0.0
2025-02-01,0,23:00-23:10,0,564.4346740735108,564.4346740735108,0.0,0.0
2025-02-01,0,23:10-23:20,0,572.0532411566968,572.0532411566968,0.0,0.0
2025-02-01,0,23:20-23:30,0,1410.6714107575106,1410.6714107575106,833.3333333333333,0.0
2025-02-01,0,23:30-23:40,0,923.8154985402894,923.8154985402894,333.3333333333333,0.0
2025-02-01,0,23:40-23:50,0,598.7980612942359,598.7980612942359,0.0,0.0
2025-02-01,0,23:50-24:00,0,600.0598611215622,600.0598611215622,0.0,0.0
2025-02-01,6,06:00-06:10,1,51.668146961425464,51.21324164997941,0.0,833.3333333333326
2025-02-01,6,06:10-06:20,1,871.6074973427909,871.6074973427909,0.0,1.6729481496344079
2025-02-01,6,06:20-06:30,1,884.3779786005616,606.0218097925422,0.0,279.29739612581176
2025-02-01,6,06:30-06:40,1,874.8570857230865,874.8570857230865,0.0,6.747951729409692
2025-02-01,6,06:40-06:50,1,885.4856252781274,884.9962550017651,0.0,0.0
2025-02-01,6,06:50-07:00,1,844.4472286873942,839.822602710407,0.0,0.0
2025-02-01,6,07:00-07:10,1,802.4143790058179,800.1408348868497,0.0,0.0
2025-02-01,6,07:10-07:20,1,757.5140806057188,757.5140806057188,0.0,11.266137111169542
2025-02-01,6,07:20-07:30,1,698.4783130824364,698.4783130824364,0.0,18.551821013374934
2025-02-01,6,07:30-07:40,1,1461.1254061634759,1454.3181166438737,833.3333333333333,0.0
2025-02-01,6,07:40-07:50,1,686.2726120396076,680.8612745705598,0.0,0.0
2025-02-01,6,07:50-08:00,1,10.35691624488868,5.127025996217071,0.0,833.3333333333333
2025-02-01,6,08:00-08:10,1,0.0,0.0,0.0,785.8078257849745
2025-02-01,6,08:10-08:20,1,0.0,0.0,0.0,696.2734764794827
2025-02-01,6,08:20-08:30,1,0.0,0.0,0.0,671.4075633131337
2025-02-01,6,08:30-08:40,1,0.0,0.0,0.0,618.0856994072273
2025-02-01,6,08:40-08:50,1,0.0,0.0,0.0,570.7566175253382
2025-02-01,6,08:50-09:00,1,0.0,0.0,0.0,519.3601729548002
2025-02-01,6,09:00-09:10,1,0.0,0.0,0.0,473.35625448519124
2025-02-01,6,09:10-09:20,1,0.0,0.0,0.0,438.8456674176347
2025-02-01,6,09:20-09:30,1,0.0,0.0,0.0,344.73652102555377
2025-02-01,6,09:30-09:40,1,0.0,0.0,0.0,301.6575205132375
2025-02-01,6,09:40-09:50,1,0.0,0.0,0.0,258.0387732779184
2025-02-01,6,09:50-10:00,1,0.0,0.0,0.0,192.19905500114567
2025-02-01,6,10:00-10:10,1,0.0,0.0,0.0,133.05250058909928
2025-02-01,6,10:10-10:20,1,0.0,0.0,0.0,96.49453551185411
2025-02-01,6,10:20-10:30,1,0.0,0.0,0.0,86.68950623205956
2025-02-01,6,10:30-10:40,1,0.0,0.0,0.0,50.099451858201746
2025-02-01,6,10:40-10:50,1,26.833561155107873,19.137856440706173,0.0,0.0
2025-02-01,6,10:50-11:00,1,840.7737802409226,840.7737802409226,833.3333333333333,0.0
2025-02-01,6,11:00-11:10,1,798.3064745776537,798.3064745776537,801.1167770012732,0.0
2025-02-01,6,11:10-11:20,1,832.6817445862714,832.6817445862714,833.3333333333333,0.0
2025-02-01,6,11:20-11:30,1,860.2859722924632,829.9211618572701,833.3333333333333,0.0
2025-02-01,6,11:30-11:40,1,847.8322113024392,834.6258527220357,833.3333333333333,0.0
2025-02-01,6,11:40-11:50,1,836.6136135453648,803.5601493768108,833.3333333333333,0.0
2025-02-01,6,11:50-12:00,1,813.590043128954,761.5618661573762,833.3333333333333,0.0
2025-02-01,6,12:00-12:10,0,820.6180205332442,722.579295982217,833.3333333333333,0.0
2025-02-01,6,12:10-12:20,0,845.3462813329477,740.7196642702654,833.3333333333333,0.0
2025-02-01,6,12:20-12:30,0,878.0364342434092,737.5858081784679,833.3333333333333,0.0
2025-02-01,6,12:30-12:40,0,884.6877270275176,737.8188699871594,833.3333333333333,0.0
2025-02-01,6,12:40-12:50,0,934.3374264729208,763.2064672667241,833.3333333333333,0.0
2025-02-01,6,12:50-13:00,0,192.66560331005917,0.0,13.966812951289057,0.0
2025-02-01,6,13:00-13:10,0,192.71937866882502,0.0,1.1875651858636047,0.0
2025-02-01,6,13:10-13:20,0,175.44995931840663,0.0,0.0,0.0
2025-02-01,6,13:20-13:30,0,206.59523640517386,1.6328060053574518,0.0,0.0
2025-02-01,6,13:30-13:40,0,246.88996261623072,23.514241095492252,0.0,0.0
2025-02-01,6,13:40-13:50,0,277.6237361150013,0.0,0.0,73.64112722331754
2025-02-01,6,13:50-14:00,0,0.0,0.0,0.0,143.09347613219518
2025-02-01,6,14:00-14:10,0,0.0,0.0,0.0,219.37978603088902
2025-02-01,6,14:10-14:20,0,0.0,0.0,0.0,277.6381832996153
2025-02-01,6,14:20-14:30,0,0.0,0.0,0.0,306.6681798533572
2025-02-01,6,14:30-14:40,0,0.0,0.0,0.0,302.1975596826229
2025-02-01,6,14:40-14:50,0,0.0,0.0,0.0,359.3627197673055
2025-02-01,6,14:50-15:00,0,1402.0240925637559,1281.5820456001652,833.3333333333333,0.0
2025-02-01,6,15:00-15:10,0,1445.2965308207624,1305.8807899664866,833.3333333333333,0.0
2025-02-01,6,15:10-15:20,0,1476.7090095041722,897.5254084965536,409.853125912721,0.0
2025-02-01,6,15:20-15:30,0,1538.4196031501226,550.7626172787868,0.0,0.0
2025-02-01,6,15:30-15:40,0,746.1994400148864,619.5231653337719,0.0,0.0
2025-02-01,6,15:40-15:50,0,792.6268220063546,650.5586355818896,0.0,0.0
2025-02-01,6,15:50-16:00,0,831.3666603422017,690.8922904869944,0.0,0.0
2025-02-01,6,16:00-16:10,0,873.2830158071822,737.7945826141304,0.0,0.0
2025-02-01,6,16:10-16:20,0,913.450026974378,778.5386677892548,0.0,0.0
2025-02-01,6,16:20-16:30,0,921.970428580923,847.5395353075046,0.0,0.0
2025-02-01,6,16:30-16:40,0,937.4949695130143,863.6895136620784,-0.0,0.0
2025-02-01,6,16:40-16:50,0,952.8285605579943,905.9726936112738,0.0,0.0
2025-02-01,6,16:50-17:00,0,970.113713441879,946.4383144647453,0.0,0.0
2025-02-01,6,17:00-17:10,0,975.8625056748998,959.5122129883681,0.0,0.0
2025-02-01,6,17:10-17:20,0,972.5665697689615,972.5665697689615,0.0,0.0
2025-02-01,6,17:20-17:30,0,990.891325479175,990.891325479175,0.0,0.0
2025-02-01,6,17:30-17:40,0,1030.518066561822,1022.6395911847948,-0.0,0.0
2025-02-01,6,17:40-17:50,0,912.8249901853636,910.990524085152,0.0,0.0
2025-02-01,6,17:50-18:00,0,726.4186716808236,726.2748335900534,0.0,-0.0
2025-02-01,6,18:00-18:10,0,589.7516783132745,589.7516783132745,0.0,100.66448424489272
2025-02-01,6,18:10-18:20,0,713.906642499694,713.906642499694,0.0,1.0561407925088133
2025-02-01,6,18:20-18:30,0,690.3310159838293,690.3310159838293,0.0,7.791150491709232
2025-02-01,6,18:30-18:40,0,699.3926344561432,699.3926344561432,0.0,0.0
2025-02-01,6,18:40-18:50,0,0.0,0.0,0.0,701.2792671917701
2025-02-01,6,18:50-19:00,0,0.0,0.0,0.0,712.6642754020064
2025-02-01,6,19:00-19:10,0,0.0,0.0,0.0,698.3899782263003
2025-02-01,6,19:10-19:20,0,0.0,0.0,0.0,698.2547975694204
2025-02-01,6,19:20-19:30,0,0.0,0.0,0.0,705.1867965799212
2025-02-01,6,19:30-19:40,0,0.0,0.0,0.0,716.9222503062538
2025-02-01,6,19:40-19:50,0,0.0,0.0,0.0,716.2551121298557
2025-02-01,6,19:50-20:00,0,0.0,0.0,0.0,703.6618200267977
2025-02-01,6,20:00-20:10,0,0.0,0.0,0.0,711.5700802243501
2025-02-01,6,20:10-20:20,0,0.0,0.0,0.0,720.5918535713859
2025-02-01,6,20:20-20:30,0,0.0,0.0,0.0,726.8027875456974
2025-02-01,6,20:30-20:40,0,0.0,0.0,0.0,718.909205697128
2025-02-01,6,20:40-20:50,0,704.7084636163642,704.7084636163642,0.0,-0.0
2025-02-01,6,20:50-21:00,0,713.5277027007028,713.5277027007028,5.416581714913491,0.0
2025-02-01,6,21:00-21:10,0,708.9292384447969,708.9292384447969,0.0,0.0
2025-02-01,6,21:10-21:20,0,709.8528846337658,709.8528846337658,0.0,4.387431189079825
2025-02-01,6,21:20-21:30,0,727.615064444758,727.615064444758,0.0,0.0
2025-02-01,6,21:30-21:40,0,746.6119481838062,746.6119481838062,0.0,-0.0
2025-02-01,6,21:40-21:50,0,688.2506848823099,688.2506848823099,0.0,-0.0
2025-02-01,6,21:50-22:00,0,1397.5537962610692,1397.5537962610692,833.3333333333333,0.0
2025-02-01,6,22:00-22:10,0,1384.6007487727238,1384.6007487727238,833.3333333333333,0.0
2025-02-01,6,22:10-22:20,0,562.3536092823664,562.3536092823664,-0.0,0.0
2025-02-01,6,22:20-22:30,0,1392.8125912895257,1392.8125912895257,833.3333333333333,0.0
2025-02-01,6,22:30-22:40,0,1397.2764037451363,1397.2764037451363,833.3333333333333,0.0
2025-02-01,6,22:40-22:50,0,568.0113087872348,568.0113087872348,-0.0,0.0
2025-02-01,6,22:50-23:00,0,1394.2800995422062,1394.2800995422062,821.8631614297107,0.0
2025-02-01,6,23:00-23:10,0,564.4346740735108,564.4346740735108,3.868117552935928,0.0
2025-02-01,6,23:10-23:20,0,572.0532411566968,572.0532411566968,1.5868162056287929,0.0
2025-02-01,6,23:20-23:30,0,1410.6714107575106,1410.6714107575106,819.4583006748261,0.0
2025-02-01,6,23:30-23:40,0,923.8154985402894,923.8154985402894,337.0879712133541,0.0
2025-02-01,6,23:40-23:50,0,598.7980612942359,598.7980612942359,12.638062372308696,0.0
2025-02-01,6,23:50-24:00,0,600.0598611215622,600.0598611215622,3.4975705512341744,0.0
2025-02-01,12,12:00-12:10,1,820.6180205332442,815.1831470483423,833.3333333333333,0.0
2025-02-01,12,12:10-12:20,1,845.3462813329477,842.542510211103,833.3333333333333,0.0
2025-02-01,12,12:20-12:30,1,878.0364342434092,814.7841806790182,833.3333333333333,0.0
2025-02-01,12,12:30-12:40,1,884.6877270275176,813.1042564014914,833.3333333333333,0.0
2025-02-01,12,12:40-12:50,1,934.3374264729208,855.5362199893948,833.3333333333333,0.0
2025-02-01,12,12:50-13:00,1,192.66560331005917,58.83764812094216,0.0,0.0
2025-02-01,12,13:00-13:10,1,192.71937866882502,93.9498465961243,0.0,0.0
2025-02-01,12,13:10-13:20,1,175.44995931840663,125.04938331261087,0.0,0.0
2025-02-01,12,13:20-13:30,1,206.59523640517386,118.51627009508036,0.0,0.0
2025-02-01,12,13:30-13:40,1,246.88996261623072,149.44427287465066,0.0,0.0
2025-02-01,12,13:40-13:50,1,277.6237361150013,0.0,0.0,183.76262983734102
2025-02-01,12,13:50-14:00,1,0.0,0.0,0.0,204.7166223838359
2025-02-01,12,14:00-14:10,1,0.0,0.0,0.0,244.99639901784087
2025-02-01,12,14:10-14:20,1,0.0,0.0,0.0,294.9607006414743
2025-02-01,12,14:20-14:30,1,0.0,0.0,0.0,334.1400524377194
2025-02-01,12,14:30-14:40,1,0.0,0.0,0.0,360.48547056079485
2025-02-01,12,14:40-14:50,1,0.0,0.0,0.0,424.5472961904935
2025-02-01,12,14:50-15:00,1,1402.0240925637559,1289.600803858686,833.3333333333333,0.0
2025-02-01,12,15:00-15:10,1,1445.2965308207624,1306.9125792525842,833.3333333333333,0.0
2025-02-01,12,15:10-15:20,1,1476.7090095041722,1357.2079218851202,833.3333333333333,0.0
2025-02-01,12,15:20-15:30,1,1538.4196031501226,632.002685815967,43.066935013082706,0.0
2025-02-01,12,15:30-15:40,1,746.1994400148864,636.0263407367461,0.0,0.0
2025-02-01,12,15:40-15:50,1,792.6268220063546,668.2041466616224,0.0,0.0
2025-02-01,12,15:50-16:00,1,831.3666603422017,703.4914432897192,0.0,0.0
2025-02-01,12,16:00-16:10,1,873.2830158071822,750.4650012242814,0.0,0.0
2025-02-01,12,16:10-16:20,1,913.450026974378,823.8996791005854,0.0,0.0
2025-02-01,12,16:20-16:30,1,921.970428580923,853.6844625257253,-0.0,0.0
2025-02-01,12,16:30-16:40,1,937.4949695130143,881.3302551624457,0.0,0.0
2025-02-01,12,16:40-16:50,1,952.8285605579943,908.0872223958212,0.0,0.0
2025-02-01,12,16:50-17:00,1,970.113713441879,954.1650502489277,0.0,0.0
2025-02-01,12,17:00-17:10,1,975.8625056748998,974.8338771351932,-0.0,0.0
2025-02-01,12,17:10-17:20,1,972.5665697689615,972.5665697689615,0.0,0.0
2025-02-01,12,17:20-17:30,1,990.891325479175,990.891325479175,0.0,2.572359179461091
2025-02-01,12,17:30-17:40,1,1030.518066561822,1030.518066561822,3.1757520734088303,0.0
2025-02-01,12,17:40-17:50,1,912.8249901853636,912.8249901853636,0.0,0.0
2025-02-01,12,17:50-18:00,1,726.4186716808236,726.4186716808236,0.0,0.0
2025-02-01,12,18:00-18:10,0,589.7516783132745,589.7516783132745,0.0,100.88918980367964
2025-02-01,12,18:10-18:20,0,713.906642499694,713.906642499694,0.0,0.0
2025-02-01,12,18:20-18:30,0,690.3310159838293,690.3310159838293,0.0,4.099872487067387
2025-02-01,12,18:30-18:40,0,699.3926344561432,699.3926344561432,0.0,0.0
2025-02-01,12,18:40-18:50,0,0.0,0.0,0.0,719.9286639473557
2025-02-01,12,18:50-19:00,0,0.0,0.0,0.0,702.6358890531025
2025-02-01,12,19:00-19:10,0,0.0,0.0,0.0,698.3899782263003
2025-02-01,12,19:10-19:20,0,0.0,0.0,0.0,702.8189245705709
2025-02-01,12,19:20-19:30,0,0.0,0.0,0.0,707.4022662479083
2025-02-01,12,19:30-19:40,0,0.0,0.0,0.0,715.9612274657067
2025-02-01,12,19:40-19:50,0,0.0,0.0,0.0,707.5152169266097
2025-02-01,12,19:50-20:00,0,0.0,0.0,0.0,703.6618200267977
2025-02-01,12,20:00-20:10,0,0.0,0.0,0.0,715.8214913590435
2025-02-01,12,20:10-20:20,0,0.0,0.0,0.0,721.2721865612377
2025-02-01,12,20:20-20:30,0,0.0,0.0,0.0,711.5798632413595
2025-02-01,12,20:30-20:40,0,0.0,0.0,0.0,714.4359492686318
2025-02-01,12,20:40-20:50,0,704.7084636163642,704.7084636163642,0.0,13.58746081462948
2025-02-01,12,20:50-21:00,0,713.5277027007028,713.5277027007028,5.416581714913491,0.0
2025-02-01,12,21:00-21:10,0,708.9292384447969,708.9292384447969,1.278646400348066,0.0
2025-02-01,12,21:10-21:20,0,709.8528846337658,709.8528846337658,0.0,0.0
2025-02-01,12,21:20-21:30,0,727.615064444758,727.615064444758,0.0,0.0
2025-02-01,12,21:30-21:40,0,746.6119481838062,746.6119481838062,0.0,5.423134773361789
2025-02-01,12,21:40-21:50,0,688.2506848823099,688.2506848823099,0.0,-0.0
2025-02-01,12,21:50-22:00,0,1397.5537962610692,1397.5537962610692,828.3535430571737,0.0
2025-02-01,12,22:00-22:10,0,1384.6007487727238,1384.6007487727238,833.3333333333333,0.0
2025-02-01,12,22:10-22:20,0,562.3536092823664,562.3536092823664,1.0808013154053242,0.0
2025-02-01,12,22:20-22:30,0,1392.8125912895257,1392.8125912895257,818.5417584883672,0.0
2025-02-01,12,22:30-22:40,0,1397.2764037451363,1397.2764037451363,833.3333333333333,0.0
2025-02-01,12,22:40-22:50,0,568.0113087872348,568.0113087872348,1.9485402359876187,0.0
2025-02-01,12,22:50-23:00,0,1394.2800995422062,1394.2800995422062,831.9258357622952,0.0
2025-02-01,12,23:00-23:10,0,564.4346740735108,564.4346740735108,0.0,0.0
2025-02-01,12,23:10-23:20,0,572.0532411566968,572.0532411566968,0.0,0.0
