date,interval,load_kw,pv_actual_kw,price_yuan_per_kwh,Q,R,C,D,E,U,normal_fee,S_start_kwh,S_end_kwh
2025-02-01,05:00-05:10,2932.7015,0.0,0.4333,692.3298046173871,692.3298046173871,0.0,0.0,0.0,203.5462212840538,299.98650434071385,9300.0,9300.0
2025-02-01,05:10-05:20,2991.1125,0.0199,0.4439,716.616405619556,716.616405619556,0.0,0.0,0.0,218.10097228622254,318.1060224545209,9300.0,9300.0
2025-02-01,05:20-05:30,3175.34,0.0,0.4301,1554.9691922418888,1554.9691922418888,833.3333333333333,0.0,0.0,192.41252557522216,668.7922495832363,9300.0,10050.0
2025-02-01,05:30-05:40,3284.4619,0.0,0.3713,1521.392224627206,1521.392224627206,833.3333333333333,0.0,0.0,140.64857462720602,564.8929330040816,10050.0,10800.0
2025-02-01,05:40-05:50,3187.3644,0.2774,0.5708,754.504999273748,754.504999273748,0.0,-0.0,0.0,223.32383260708139,430.67145358545537,10800.0,10800.0
2025-02-01,05:50-06:00,3065.9,0.0,0.9099,325.9570378349489,325.9570378349489,0.0,540.1155734892092,0.0,355.0892779908247,296.58830872602,10800.0,10199.87158501199
2025-02-01,06:00-06:10,3211.1231,0.0,0.9368,51.668146961425464,51.21324164997941,0.0,833.3333333333326,0.0,349.35939164997865,48.189642425582036,10199.87158501199,9273.945659086065
2025-02-01,06:10-06:20,3203.9961,3.8641,0.8758,871.6074973427909,871.6074973427909,0.0,1.6729481496344079,0.0,339.925112159092,763.3538461728162,9273.945659086065,9272.086827808693
2025-02-01,06:20-06:30,3027.12,0.0,0.8759,884.3779786005616,606.0218097925422,0.0,279.29739612581176,0.0,380.79920591835395,652.7205873267599,9272.086827808693,8961.756387668902
2025-02-01,06:30-06:40,3117.3221,0.0,0.8601,874.8570857230865,874.8570857230865,0.0,6.747951729409692,0.0,362.05135411916285,752.4645794304266,8961.756387668902,8954.258663525114
2025-02-01,06:40-06:50,3398.49,89.6095,0.8442,885.4856252781274,884.9962550017651,0.0,0.0,0.0,333.51617166843187,747.3204016661425,8954.258663525114,8954.258663525114
2025-02-01,06:50-07:00,3652.75,340.5,0.8334,844.4472286873942,839.822602710407,0.0,0.0,0.0,287.7809360437403,701.8352387434637,8954.258663525114,8954.258663525114
2025-02-01,07:00-07:10,3703.2843,615.936,0.8092,802.4143790058179,800.1408348868497,0.0,0.0,0.0,285.5827848868497,648.3938395409733,8954.258663525114,8954.258663525114
2025-02-01,07:10-07:20,3572.3788,884.9275,0.7972,757.5140806057188,757.5140806057188,0.0,11.266137111169542,0.0,320.87166771688845,603.8902250588791,8954.258663525114,8941.740733401592
2025-02-01,07:20-07:30,3477.22,1140.675,0.7644,698.4783130824364,698.4783130824364,0.0,18.551821013374934,0.0,327.6059674291447,533.9168225202144,8941.740733401592,8921.127598942287
2025-02-01,07:30-07:40,3654.0022,1388.0797,0.6899,1461.1254061634759,1454.3181166438737,833.3333333333333,0.0,0.0,243.33103331054053,1005.6822431923952,8921.127598942287,9671.127598942287
2025-02-01,07:40-07:50,3841.4201,1674.452,0.86,686.2726120396076,680.8612745705598,0.0,0.0,0.0,319.69992457055974,587.8675712423719,9671.127598942287,9671.127598942287
2025-02-01,07:50-08:00,3803.65,2004.1125,1.1617,10.35691624488868,5.127025996217071,0.0,833.3333333333333,0.0,538.5374426628837,8.993847850746274,9671.127598942287,8745.201673016361
2025-02-01,08:00-08:10,3545.4639,2332.1065,1.1683,0.0,0.0,0.0,785.8078257849745,0.0,583.5815924516411,0.0,8745.201673016361,7872.081866588612
2025-02-01,08:10-08:20,3411.349,2632.5934,1.0956,0.0,0.0,0.0,696.2734764794827,0.0,566.4808764794827,0.0,7872.081866588612,7098.444670500297
2025-02-01,08:20-08:30,3445.37,2927.6625,1.0849,0.0,0.0,0.0,671.4075633131337,0.0,585.1229799798003,0.0,7098.444670500297,6352.436266819038
2025-02-01,08:30-08:40,3467.1139,3251.299,1.061,0.0,0.0,0.0,618.0856994072273,0.0,582.1165494072272,0.0,6352.436266819038,5665.674378588786
2025-02-01,08:40-08:50,3894.4802,3519.7566,1.043,0.0,0.0,0.0,570.7566175253382,0.0,508.30268419200496,0.0,5665.674378588786,5031.500359116188
2025-02-01,08:50-09:00,4422.76,3731.7,1.036,0.0,0.0,0.0,519.3601729548002,0.0,404.18350628813346,0.0,5031.500359116188,4454.433500277521
2025-02-01,09:00-09:10,4267.5205,3992.5758,1.0147,0.0,0.0,0.0,473.35625448519124,0.0,427.53213781852463,0.0,4454.433500277521,3928.4821064050857
2025-02-01,09:10-09:20,4190.1702,4378.3332,0.9922,0.0,0.0,0.0,438.8456674176347,0.0,470.20616741763473,0.0,3928.4821064050857,3440.87580927438
2025-02-01,09:20-09:30,4418.32,4788.525,0.97,0.0,0.0,0.0,344.73652102555377,0.0,406.4373543588871,0.0,3440.87580927438,3057.835230357098
2025-02-01,09:30-09:40,4399.2754,5029.9241,0.9422,0.0,0.0,0.0,301.6575205132375,0.0,406.7656371799041,0.0,3057.835230357098,2722.6602075646124
2025-02-01,09:40-09:50,4182.7342,5203.9177,0.9569,0.0,0.0,0.0,258.0387732779184,0.0,428.23602327791843,0.0,2722.6602075646124,2435.9504594780365
2025-02-01,09:50-10:00,4071.53,5364.1125,0.9977,0.0,0.0,0.0,192.19905500114567,0.0,407.62947166781237,0.0,2435.9504594780365,2222.3959539212083
2025-02-01,10:00-10:10,4268.5932,5471.099,0.9919,0.0,0.0,0.0,133.05250058909928,0.0,333.47013392243264,0.0,2222.3959539212083,2074.5598421555424
2025-02-01,10:10-10:20,4240.2423,5601.7634,0.9588,0.0,0.0,0.0,96.49453551185411,0.0,323.4147188451874,0.0,2074.5598421555424,1967.343691586815
2025-02-01,10:20-10:30,4001.96,5755.3125,0.9549,0.0,0.0,0.0,86.68950623205956,0.0,378.9149228987262,0.0,1967.343691586815,1871.0220179956377
2025-02-01,10:30-10:40,4072.3226,5878.849,0.9839,0.0,0.0,0.0,50.099451858201746,0.0,351.1871851915351,0.0,1871.0220179956377,1815.355960375413
2025-02-01,10:40-10:50,4068.783,6128.0874,0.799,26.833561155107873,19.137856440706173,0.0,0.0,0.0,362.3552564407062,18.365581329527714,1815.355960375413,1815.355960375413
2025-02-01,10:50-11:00,3917.55,6361.65,0.5025,840.7737802409226,840.7737802409226,833.3333333333333,0.0,0.0,414.7904469075893,422.48882457106356,1815.355960375413,2565.355960375413
2025-02-01,11:00-11:10,3946.1661,6277.0669,0.4662,798.3064745776537,798.3064745776537,801.1167770012732,0.0,0.0,385.6731642430471,372.1704784481022,2565.355960375413,3286.3610596765593
2025-02-01,11:10-11:20,3936.6103,6308.0507,0.5007,832.6817445862714,832.6817445862714,833.3333333333333,0.0,0.0,394.5884779196048,416.9237495143461,3286.3610596765593,4036.3610596765593
2025-02-01,11:20-11:30,3927.21,6594.375,0.4827,860.2859722924632,829.9211618572701,833.3333333333333,0.0,0.0,441.11532852393685,407.93149182703814,4036.3610596765593,4786.361059676559
2025-02-01,11:30-11:40,4153.2513,6817.8939,0.4785,847.8322113024392,834.6258527220357,833.3333333333333,0.0,0.0,445.39961938870243,402.52809181785557,4786.361059676559,5536.361059676559
2025-02-01,11:40-11:50,4080.8969,6770.5009,0.4662,836.6136135453648,803.5601493768108,833.3333333333333,0.0,0.0,418.49414937681087,382.3245041371591,5536.361059676559,6286.361059676559
2025-02-01,11:50-12:00,3840.2,6603.9375,0.4432,813.590043128954,761.5618661573762,833.3333333333333,0.0,0.0,388.8514494907097,349.0536630978508,6286.361059676559,7036.361059676559
2025-02-01,12:00-12:10,4061.0483,6632.8992,0.4411,820.6180205332442,815.1831470483423,833.3333333333333,0.0,0.0,410.49163038167575,360.7759475101189,7036.361059676559,7786.361059676559
2025-02-01,12:10-12:20,3978.5628,6536.8864,0.4551,845.3462813329477,842.542510211103,833.3333333333333,0.0,0.0,435.59644354443645,384.0790945158488,7786.361059676559,8536.36105967656
2025-02-01,12:20-12:30,3564.13,6314.475,0.4463,878.0364342434092,814.7841806790182,833.3333333333333,0.0,0.0,439.8416806790183,377.75292021993965,8536.36105967656,9286.36105967656
2025-02-01,12:30-12:40,3606.685,6312.5866,0.4113,884.6877270275176,813.1042564014914,833.3333333333333,0.0,0.0,430.7545230681581,349.1509213921757,9286.36105967656,10036.36105967656
2025-02-01,12:40-12:50,3800.0122,6353.9385,0.5682,934.3374264729208,855.5362199893948,833.3333333333333,0.0,0.0,447.85726998939487,508.5031029599439,10036.36105967656,10786.36105967656
2025-02-01,12:50-13:00,3832.09,6313.35,0.8279,192.66560331005917,58.83764812094216,0.0,0.0,0.0,472.3809814542755,104.109770929863,10786.36105967656,10786.36105967656
2025-02-01,13:00-13:10,3716.2454,6246.1375,0.8636,192.71937866882502,93.9498465961243,0.0,0.0,0.0,515.5985299294576,123.78377146940512,10786.36105967656,10786.36105967656
2025-02-01,13:10-13:20,3639.0264,6175.373,0.8416,175.44995931840663,125.04938331261087,0.0,0.0,0.0,547.7738166459442,126.45012337913217,10786.36105967656,10786.36105967656
2025-02-01,13:20-13:30,3642.08,6103.6875,0.8618,206.59523640517386,118.51627009508036,0.0,0.0,0.0,528.784186761747,140.09054815095953,10786.36105967656,10786.36105967656
2025-02-01,13:30-13:40,3637.91,5992.7643,0.8623,246.88996261623072,149.44427287465066,0.0,0.0,0.0,541.9199895413174,170.8795056318935,10786.36105967656,10786.36105967656
2025-02-01,13:40-13:50,3749.5633,5691.8061,0.9026,277.6237361150013,0.0,0.0,183.76262983734102,0.0,507.46976317067436,125.29159210870007,10786.36105967656,10582.180359857291
2025-02-01,13:50-14:00,3849.87,5251.125,0.9754,0.0,0.0,0.0,204.7166223838359,0.0,438.2591223838359,0.0,10582.180359857291,10354.717446097475
2025-02-01,14:00-14:10,3676.3403,4893.7405,1.0002,0.0,0.0,0.0,244.99639901784087,0.0,447.8964323511742,0.0,10354.717446097475,10082.49922496654
2025-02-01,14:10-14:20,3619.6065,4617.2194,0.9978,0.0,0.0,0.0,294.9607006414743,0.0,461.229517308141,0.0,10082.49922496654,9754.76511314268
2025-02-01,14:20-14:30,3664.87,4364.4,1.0271,0.0,0.0,0.0,334.1400524377194,0.0,450.72838577105273,0.0,9754.76511314268,9383.49838821188
2025-02-01,14:30-14:40,3429.7385,4104.4044,1.0906,0.0,0.0,0.0,360.48547056079485,0.0,472.9297872274616,0.0,9383.49838821188,8982.958976477663
2025-02-01,14:40-14:50,3327.5652,3890.1686,0.9376,0.0,0.0,0.0,424.5472961904935,0.0,518.3145295238269,0.0,8982.958976477663,8511.239758488226
2025-02-01,14:50-15:00,3473.54,3688.35,0.6694,1402.0240925637559,1289.600803858686,833.3333333333333,0.0,0.0,492.0691371920194,900.8868528325913,8511.239758488226,9261.239758488226
2025-02-01,15:00-15:10,3562.932,3392.3571,0.66,1445.2965308207624,1306.9125792525842,833.3333333333333,0.0,0.0,445.15009591925104,908.2290063242044,9261.239758488226,10011.239758488226
2025-02-01,15:10-15:20,3620.2202,3032.6158,0.7217,1476.7090095041722,1357.2079218851202,833.3333333333333,0.0,0.0,425.94052188512023,1022.6189246918262,10011.239758488226,10761.239758488226
2025-02-01,15:20-15:30,3651.93,2703.825,0.7308,1538.4196031501226,632.002685815967,43.066935013082706,0.0,0.0,430.91825080288424,793.0723043882092,10761.239758488226,10800.0
2025-02-01,15:30-15:40,3580.7319,2481.7698,0.7534,746.1994400148864,636.0263407367461,0.0,0.0,0.0,452.8659907367461,520.68445160914,10800.0,10800.0
2025-02-01,15:40-15:50,3420.6657,2255.8374,0.7823,792.6268220063546,668.2041466616224,0.0,0.0,0.0,474.0660966616224,571.4040333944793,10800.0,10800.0
2025-02-01,15:50-16:00,3292.5,1973.5875,0.8055,831.3666603422017,703.4914432897192,0.0,0.0,0.0,483.6726932897192,618.1641012377561,10800.0,10800.0
2025-02-01,16:00-16:10,3324.4944,1687.0443,0.8271,873.2830158071822,750.4650012242814,0.0,0.0,0.0,477.55665122428144,671.5009924433617,10800.0,10800.0
2025-02-01,16:10-16:20,3354.2164,1442.6491,0.8519,913.450026974378,823.8996791005854,0.0,0.0,0.0,505.3051291005855,740.0241073026307,10800.0,10800.0
2025-02-01,16:20-16:30,3378.64,1214.175,0.8791,921.970428580923,853.6844625257253,-0.0,0.0,0.0,492.9402958590586,780.4891073859272,10800.0,10800.0
2025-02-01,16:30-16:40,3481.7178,933.1142,0.9024,937.4949695130143,881.3302551624457,0.0,0.0,0.0,456.56298849577905,820.6539413735676,10800.0,10800.0
2025-02-01,16:40-16:50,3196.9081,640.2688,0.9163,952.8285605579943,908.0872223958212,0.0,0.0,0.0,481.9806723958212,852.5785659602905,10800.0,10800.0
2025-02-01,16:50-17:00,2680.68,358.2375,0.9264,970.113713441879,954.1650502489277,0.0,0.0,0.0,567.0913002489278,891.3259233415816,10800.0,10800.0
2025-02-01,17:00-17:10,2601.2611,95.3846,0.9462,975.8625056748998,974.8338771351932,-0.0,0.0,0.0,557.1877938018599,922.874458707455,10800.0,10800.0
2025-02-01,17:10-17:20,2638.6848,0.0,0.9742,972.5665697689615,972.5665697689615,0.0,0.0,0.0,532.7857697689615,947.4743522689222,10800.0,10800.0
2025-02-01,17:20-17:30,2616.82,0.0,0.9862,990.891325479175,990.891325479175,0.0,2.572359179461091,0.0,557.3270179919693,977.2170251875623,10800.0,10797.141823133932
2025-02-01,17:30-17:40,2675.971,4.1367,0.976,1030.518066561822,1030.518066561822,3.1757520734088303,0.0,0.0,582.0365978217465,1005.7856329643382,10797.141823133932,10800.0
2025-02-01,17:40-17:50,2639.3558,0.0,1.0742,912.8249901853636,912.8249901853636,0.0,0.0,0.0,472.9323568520303,980.5566044571176,10800.0,10800.0
2025-02-01,17:50-18:00,2570.82,0.0,1.2313,726.4186716808236,726.4186716808236,0.0,0.0,0.0,297.9486716808236,894.4393104405982,10800.0,10800.0
2025-02-01,18:00-18:10,2725.1073,0.297,1.2561,589.7516783132745,589.7516783132745,0.0,102.65830337891366,0.0,238.27493169218815,740.7870831293042,10800.0,10685.935218467874
2025-02-01,18:10-18:20,2833.5919,0.0,1.2447,713.906642499694,713.906642499694,0.0,1.0561407925088133,0.0,242.6974666255362,888.5995979193691,10685.935218467874,10684.761728698419
2025-02-01,18:20-18:30,2725.01,0.0,1.2545,690.3310159838293,690.3310159838293,0.0,9.527457621723443,0.0,245.69014027221937,866.0202595517138,10684.761728698419,10674.175664674282
2025-02-01,18:30-18:40,2510.2571,0.0213,1.2522,699.3926344561432,699.3926344561432,2.119468170036157,0.0,0.0,278.90053295277374,875.7794568659825,10674.175664674282,10676.083186027316
2025-02-01,18:40-18:50,2484.4934,0.0,1.2881,0.0,0.0,0.0,696.5242766837206,0.0,282.4420433503873,0.0,10676.083186027316,9902.167323045403
2025-02-01,18:50-19:00,2592.83,0.0,1.3466,0.0,0.0,0.0,712.6642754020064,0.0,280.5259420686731,0.0,9902.167323045403,9110.318128154286
2025-02-01,19:00-19:10,2544.0862,0.0015,1.3523,0.0,0.0,0.0,698.3899782263003,0.0,274.37586155963356,0.0,9110.318128154286,8334.329263458396
2025-02-01,19:10-19:20,2654.4748,0.0,1.3445,0.0,0.0,0.0,702.8189245705709,0.0,260.4064579039042,0.0,8334.329263458396,7553.419347268872
2025-02-01,19:20-19:30,2902.48,0.0,1.3483,0.0,0.0,0.0,707.4022662479083,0.0,223.65559958124163,0.0,7553.419347268872,6767.416829215641
2025-02-01,19:30-19:40,2887.1068,0.0,1.349,0.0,0.0,0.0,716.9222503062538,0.0,235.73778363958712,0.0,6767.416829215641,5970.836551097581
2025-02-01,19:40-19:50,2668.5956,0.0,1.3473,0.0,0.0,0.0,716.2551121298557,0.0,271.4891787965223,0.0,5970.836551097581,5174.997537619964
2025-02-01,19:50-20:00,2508.57,0.0,1.3482,0.0,0.0,0.0,706.4339668461055,0.0,288.33896684610545,0.0,5174.997537619964,4390.070907790958
2025-02-01,20:00-20:10,2620.4431,0.0,1.3513,0.0,0.0,0.0,711.4177938864582,0.0,274.6772772197915,0.0,4390.070907790958,3599.60669236156
2025-02-01,20:10-20:20,2716.1871,0.0,1.34,0.0,0.0,0.0,715.1082474905639,0.0,262.4103974905639,0.0,3599.60669236156,2805.0419729276
2025-02-01,20:20-20:30,2699.81,0.0,1.3489,0.0,0.0,0.0,726.8027875456974,0.0,276.83445421236405,0.0,2805.0419729276,1997.483320099047
2025-02-01,20:30-20:40,2730.4002,0.0,1.3952,0.0,0.0,0.0,717.7349880891404,0.0,262.6682880891404,0.0,1997.483320099047,1200.0000000000018
2025-02-01,20:40-20:50,2724.0742,0.0,1.2226,704.7084636163642,704.7084636163642,0.0,-0.0,0.0,250.6960969496975,861.5765676173668,1200.0000000000018,1200.0000000000018
2025-02-01,20:50-21:00,2756.43,0.0,0.9332,713.5277027007028,713.5277027007028,5.770531985019968,0.0,0.0,248.35217071568286,665.8640521602958,1200.0000000000018,1205.1934787865193
2025-02-01,21:00-21:10,2984.5246,0.0,0.9068,708.9292384447969,708.9292384447969,0.0,0.0,0.0,211.50847177813017,642.8570334217418,1205.1934787865193,1205.1934787865193
2025-02-01,21:10-21:20,3019.6988,0.0,0.9371,709.8528846337658,709.8528846337658,0.0,0.0,0.0,206.56975130043247,665.203138190302,1205.1934787865193,1205.1934787865193
2025-02-01,21:20-21:30,2865.34,0.0,0.9371,727.615064444758,727.615064444758,-0.0,0.0,0.0,250.05839777809132,681.8480768911827,1205.1934787865193,1205.1934787865193
2025-02-01,21:30-21:40,2874.8157,0.0,0.9871,746.6119481838062,746.6119481838062,0.0,4.465747411287566,0.0,271.9417455950938,736.9806540522351,1205.1934787865193,1200.231537218422
2025-02-01,21:40-21:50,2701.2246,0.0,0.7764,688.2506848823099,688.2506848823099,0.0,0.20838349657867639,0.0,238.25496837888858,534.3578317426254,1200.231537218422,1200.0000000000018
2025-02-01,21:50-22:00,2352.51,0.0,0.4209,1397.5537962610692,1397.5537962610692,828.9445897515742,0.0,0.0,176.5242065094949,588.2303928462841,1200.0000000000018,1946.0501307764189
2025-02-01,22:00-22:10,2230.6189,0.0,0.3859,1384.6007487727238,1384.6007487727238,833.3333333333333,0.0,0.0,179.4975987727239,534.3174289513942,1946.0501307764189,2696.050130776419
2025-02-01,22:10-22:20,2181.4693,0.0,0.4368,562.3536092823664,562.3536092823664,1.7885933443703834,0.0,0.0,196.9867992713293,245.63605653453766,2696.050130776419,2697.659864786352
2025-02-01,22:20-22:30,2154.94,0.0,0.4198,1392.8125912895257,1392.8125912895257,833.3333333333333,0.0,0.0,200.3225912895257,584.7027258233429,2697.659864786352,3447.659864786352
2025-02-01,22:30-22:40,2292.3043,0.0,0.4186,1397.2764037451363,1397.2764037451363,833.3333333333333,0.0,0.0,181.89235374513646,584.8999026077141,3447.659864786352,4197.659864786352
2025-02-01,22:40-22:50,2503.0105,0.0,0.4241,568.0113087872348,568.0113087872348,0.0,0.0,0.0,150.8428921205682,240.89359605666627,4197.659864786352,4197.659864786352
2025-02-01,22:50-23:00,2590.78,0.0,0.4237,1394.2800995422062,1394.2800995422062,819.2954357187849,0.0,0.0,143.1879971567546,590.7564781760328,4197.659864786352,4935.025756933259
2025-02-01,23:00-23:10,2438.7897,0.0,0.4248,564.4346740735108,564.4346740735108,2.762001652422555,0.0,0.0,155.20772242108825,239.7718495464274,4935.025756933259,4937.5115584204395
2025-02-01,23:10-23:20,2405.7592,0.0,0.424,572.0532411566968,572.0532411566968,-0.0,0.0,0.0,171.09337449003016,242.55057425043944,4937.5115584204395,4937.5115584204395
2025-02-01,23:20-23:30,2459.67,0.0,0.422,1410.6714107575106,1410.6714107575106,831.490361132525,0.0,0.0,169.23604962498553,595.3033353396694,4937.5115584204395,5685.852883439712
2025-02-01,23:30-23:40,2323.4202,0.0,0.424,923.8154985402894,923.8154985402894,337.0879712133541,0.0,0.0,199.49082732693523,391.6977713810827,5685.852883439712,5989.232057531731
2025-02-01,23:40-23:50,2728.2609,0.0,0.4271,598.7980612942359,598.7980612942359,8.706959261631141,0.0,0.0,135.38095203260474,255.74665197876814,5989.232057531731,5997.068320867199
2025-02-01,23:50-24:00,3484.94,0.0,0.4276,600.0598611215622,600.0598611215622,3.2574212586696376,0.0,0.0,15.979106529559203,256.58559661558,5997.068320867199,6000.000000000002
2025-02-02,00:00-00:10,3591.9843,0.0,0.4248,1434.6681625435335,1434.6681625435335,833.3333333333333,0.0,0.0,2.6707792102001804,609.447035448493,6000.000000000002,6750.000000000002
2025-02-02,00:10-00:20,3490.4069,0.0,0.4245,1429.1189512144056,1429.1189512144056,833.3333333333333,0.0,0.0,14.051134547738911,606.6609947905151,6750.000000000002,7500.000000000002
2025-02-02,00:20-00:30,3507.56,0.0,0.4269,1437.9064642744636,1437.9064642744636,833.3333333333333,0.0,0.0,19.979797607796854,613.8422695987686,7500.000000000002,8250.000000000002
2025-02-02,00:30-00:40,3516.6172,0.0,0.4272,1438.007326020378,1438.007326020378,833.3333333333333,0.0,0.0,18.57112602037796,614.3167296759055,8250.000000000002,9000.000000000002
2025-02-02,00:40-00:50,3523.1812,0.0,0.4271,1445.422802936901,1445.422802936901,833.3333333333333,0.0,0.0,24.892602936901085,617.3400791343504,9000.000000000002,9750.000000000002
2025-02-02,00:50-01:00,3576.44,0.0,0.4285,620.7959843003613,620.7959843003613,0.0,0.0,0.0,24.722650967027903,266.0110792727048,9750.000000000002,9750.000000000002
2025-02-02,01:00-01:10,3672.3289,0.0,0.4311,629.7809123471301,629.7809123471301,0.0,0.0,0.0,17.72609568046346,271.4985513128478,9750.000000000002,9750.000000000002
2025-02-02,01:10-01:20,3589.9458,0.0,0.4302,627.5959315549715,627.5959315549715,0.0,0.0,0.0,29.271631554971464,269.99176975494873,9750.000000000002,9750.000000000002
2025-02-02,01:20-01:30,3433.4,0.0,0.4279,971.2953823241477,971.2953823241477,333.3333333333313,0.0,0.0,65.72871565748301,415.6172940965028,9750.000000000002,10050.0
2025-02-02,01:30-01:40,3549.9164,0.0,0.4312,630.9065286421497,630.9065286421497,0.0,0.0,0.0,39.25379530881639,272.046895150495,10050.0,10050.0
2025-02-02,01:40-01:50,3745.7742,0.0,0.4333,630.3083675982332,630.3083675982332,0.0,0.0,0.0,6.012667598233179,273.11261568031443,10050.0,10050.0
2025-02-02,01:50-02:00,3771.99,0.0,0.4311,641.2751914495708,641.2751914495708,0.0,0.0,0.0,12.610191449570834,276.45373503390994,10050.0,10050.0
