date,planned_kwh,adjusted_normal_kwh,emergency_kwh,original_plan_fee_yuan,up_surcharge_yuan,down_refund_yuan,final_normal_fee_yuan,emergency_fee_yuan,total_fee_yuan,initial_kwh,terminal_kwh,unused_kwh
2025-03-10,71714.44004040214,72621.98551306204,1601.2252371322957,43088.34501736969,1102.4820952321463,12.24897956574784,44178.57813303609,6221.1228603247,50399.70099336079,6000.0,6000.0,1938.4191636351347
2025-03-11,65603.4138925667,70994.41036536028,677.4991530379384,40048.035357138666,4525.080419346587,2.4825283423204225,44570.63324814294,2783.7447846017576,47354.3780327447,6000.0,6000.0,3549.072766978577
2025-03-12,74829.12498173918,71926.47931950595,366.33113864937434,45769.815739734455,20.20493697503232,861.6002070867672,44928.420469622724,1016.3423006954034,45944.76277031813,6000.0,6000.0,5615.030095065494
2025-03-13,78012.21359487981,78135.9742590737,179.70892285454087,47686.303450198335,438.109161593851,64.05778235723392,48060.35482943495,686.7361613464882,48747.09099078144,6000.0,6000.000000000003,6425.470892744233
2025-03-14,67377.87224386535,67285.47635504854,0.0,41042.15381926807,545.4163104097091,219.2307313691957,41368.339398308584,0.0,41368.339398308584,6000.000000000003,5999.999999999996,47032.91658253435
2025-03-15,70324.7038152279,70839.51707037432,18.855543442463272,41933.72787279736,1385.6755638378006,212.68363041090907,43106.71980622425,40.31315187998647,43147.03295810424,5999.999999999996,6000.000000000001,45796.89843649362
2025-03-16,69354.42432698145,69106.80606761569,1201.2230365127152,42000.353145917485,339.10425209492587,270.91816076421685,42068.5392372482,4761.246943626854,46829.78618087505,6000.000000000001,6000.000000000002,2667.5415407304044
2025-03-17,66151.800365982,62998.16995697214,1383.1398017173137,39195.66671909916,839.7841923614177,946.5588231651368,39088.89208829544,5682.089900084222,44770.98198837966,6000.000000000002,5999.999999999999,2397.821497304303
2025-03-18,77827.42755680828,69963.34329209119,376.11478197694333,47783.33515299929,0.0,2618.1071810069507,45165.22797199233,1517.4158373784512,46682.643809370784,5999.999999999999,6000.000000000001,5082.89537923329
2025-03-19,64516.355501640675,66469.12546385979,1006.4013396136188,39274.40128645656,1745.0219457766163,0.0,41019.423232233166,3139.9323321387383,44159.3555643719,6000.000000000001,5999.999999999998,3836.0991760186935
2025-03-20,73655.48254413763,69660.80910638216,814.178266761525,45130.7973501532,21.74426489554462,1412.6372336658915,43739.904381382854,2935.9709146171745,46675.87529600003,5999.999999999998,6000.000000000002,4102.807060416638
2025-03-21,67789.46743980824,62450.84636558597,0.0,40537.18162166271,80.377938662106,1590.231222071362,39027.32833825346,0.0,39027.32833825346,6000.000000000002,6000.000000000001,46326.04405774361
2025-03-22,67857.66567330626,65435.165690406146,15.563551275286386,40791.56085046392,12.82477286242019,715.6395730037004,40088.74605032264,33.27487262656229,40122.0209229492,6000.000000000001,6000.000000000004,45402.95730400049
2025-03-23,70322.09748690302,66708.88785695421,990.4892408957542,42392.7239280786,0.0,1227.9536756935886,41164.77025238501,3834.6591618537223,44999.42941423873,6000.000000000004,6000.000000000002,4954.389219552288
2025-03-24,67009.31765117281,64784.53800180217,831.9321523480238,40167.69064220249,626.302687243076,763.6129596633292,40030.38036978223,2633.60955366735,42663.98992344958,6000.000000000002,6000.000000000002,3463.2286969233746
2025-03-25,75540.21063266185,67739.46217659047,607.448750017972,45886.33248898297,0.0,2484.618003955172,43401.7144850278,2128.0456814333797,45529.76016646118,6000.000000000002,6000.0,3301.2738564619317
2025-03-26,67202.71893408625,64286.0595085283,473.2577460330649,40829.77271911841,235.58348613208165,1003.9124934040876,40061.4437118464,1521.5087349685346,41582.95244681493,6000.0,5999.999999999998,5066.769924815468
2025-03-27,70802.71437411499,67227.5338116916,432.89253612029273,43316.74345710914,0.0,1233.589567602062,42083.153889507084,1299.420506504247,43382.57439601133,5999.999999999998,6000.000000000002,4884.024323726666
2025-03-28,66376.83940956491,62939.1372770841,0.0,40179.823682486574,812.4698105862346,1462.1352569334547,39530.15823613935,0.0,39530.15823613935,6000.000000000002,5999.999999999997,48042.87272171474
2025-03-29,57796.97083779439,57129.08134298038,0.0,34289.37994406922,1151.31147999016,513.8171898247715,34926.87423423461,0.0,34926.87423423461,5999.999999999997,5999.999999999996,45426.092037657334
2025-03-30,64263.33534707526,58350.66748505596,2369.277521076927,38042.47686683996,0.0,1617.6704106050042,36424.80645623496,9244.039595208265,45668.84605144322,5999.999999999996,6000.000000000004,1309.7569695439938
2025-03-31,59746.689983267504,61908.8879126949,1302.6051495511713,35783.81767962508,1643.5430000552328,2.0079441469501353,37425.35273553336,4988.517523332446,42413.870258865805,6000.000000000004,6000.0,2303.63614327131
2025-04-01,73153.13243625371,68362.66812624675,718.4249430458606,43408.76342703308,368.6890852803132,1573.2598811379453,42204.19263117546,2548.998925116036,44753.191556291495,6000.0,6000.000000000002,4857.800600386248
2025-04-02,69341.49394289701,69500.40206531322,532.365529272333,41610.05520387441,516.5176553680219,76.50397481589282,42050.068884426546,2020.4336289988278,44070.502513425374,6000.000000000002,6000.000000000001,5589.598481751922
2025-04-03,73539.7250150282,67485.25072878777,197.91850394021787,45052.95465676594,0.0,2037.1364934471235,43015.818163318814,536.5917774405059,43552.40994075932,6000.000000000001,5999.999999999999,7608.014528727751
2025-04-04,60145.160612432344,58633.07485889866,0.0,35828.03252247015,432.45688774674886,586.903682801182,35673.58572741572,0.0,35673.58572741572,5999.999999999999,6000.000000000001,48144.55286851064
2025-04-05,57085.329515403006,57667.853436297446,0.0,33516.51566133677,685.1129908923176,6.783848819859794,34194.844803409236,0.0,34194.844803409236,6000.000000000001,6000.000000000002,41782.5382980086
2025-04-06,63983.798607119636,60987.894002194924,920.5620654505616,37354.72492689034,575.3183068634587,861.1911936130391,37068.85204014076,3856.953788209184,40925.80582834994,6000.000000000002,6000.0,3395.6757102127212
2025-04-07,59172.162676673965,59829.67680091933,743.4504577824542,34672.236930030675,1537.3554443271696,151.23877902185686,36058.35359533599,2804.8294624526284,38863.18305778862,6000.0,6000.0,3460.9386755148385
2025-04-08,69351.05480535157,63481.101885032185,343.8951743625502,41654.71511663717,0.0,1848.4836860224834,39806.23143061469,1580.3511807087325,41386.58261132342,6000.0,6000.000000000002,5398.824612118466
2025-04-09,65019.47190929463,66888.22205268318,415.75409443700266,38948.628414736086,1561.7104976884007,39.18210665642879,40471.15680576807,1545.180233625751,42016.337039393824,6000.000000000002,5999.999999999999,4004.324236869017
2025-04-10,66067.09125962606,65097.45969262076,298.40254904090216,40200.464088536566,285.6419941337528,617.9900865625405,39868.11599610778,1330.9476487552104,41199.06364486299,5999.999999999999,6000.000000000003,6829.32278179018
2025-04-11,52030.26168874495,54369.237565641495,0.0,31347.6105454998,2148.3418109788427,0.0,33495.95235647864,0.0,33495.95235647864,6000.000000000003,6000.0,45379.71338242905
2025-04-12,63765.356761503135,58629.50296195409,9.252033463883777,37671.14389015872,0.0,1555.3926117746505,36115.751278384065,19.780847545783512,36135.53212592985,6000.0,6000.000000000002,45929.195474438995
2025-04-13,59233.45596398223,59049.69625839712,1389.4662700299202,34856.82633084321,69.80803098305414,56.80386376974338,34869.830498056515,5688.256150976176,40558.08664903269,6000.000000000002,6000.0,2247.411825226729
2025-04-14,63672.89784846397,58222.28022476792,1050.6901986989724,38099.90603647894,0.0,1845.8534588829705,36254.05257759597,3838.9539124430603,40093.00649003903,6000.0,6000.000000000004,2841.0744934671916
2025-04-15,57061.07281169196,57676.54607214975,621.3649554872552,33658.866393713426,1021.1060650175538,64.30146466501947,34615.670994065964,2881.9845244914713,37497.65551855743,6000.000000000004,6000.0,4401.858191892659
2025-04-16,63210.87744857854,63193.14843635661,453.2148883452787,37092.91994003958,1081.8401313148456,211.06878122320322,37963.69129013122,1727.1615444283316,39690.85283455955,6000.0,6000.0,3996.317308781638
2025-04-17,58860.80007454426,61974.938461978214,166.8380294361512,35789.30888954357,2166.5520040727733,0.0,37955.860893616344,632.4486941334151,38588.30958774976,6000.0,6000.0,5224.809394820876
2025-04-18,57133.08291298531,57327.018131286546,0.0,33828.30500199127,202.42643159405543,0.48311813365061174,34030.248315451674,0.0,34030.248315451674,6000.0,6000.000000000002,47090.458211033525
2025-04-19,58640.189173305116,57735.35480873563,4.6316591379587635,33701.83196372943,2131.0026221766802,633.3174741424493,35199.517111763664,9.902487236955835,35209.41959900062,6000.000000000002,6000.000000000002,47013.840260998666
2025-04-20,54396.69868021272,55735.224646620925,1910.3440954011242,32378.33030473168,1293.965147255379,0.0,33672.29545198706,6863.675387153175,40535.97083914024,6000.000000000002,6000.000000000002,1844.9535371747309
2025-04-21,62553.01107680256,55012.77242188173,1173.744278129518,37011.34124712533,0.0,2145.1703009913354,34866.17094613399,4466.3824918513355,39332.55343798533,6000.000000000002,6000.000000000002,4035.5683135257377
2025-04-22,55812.90074865935,58073.273455508024,830.1699171815882,33171.96440255185,1770.8907584171006,0.0,34942.85516096895,3169.6892007110905,38112.54436168004,6000.000000000002,6000.0,2952.8056267359816
2025-04-23,57019.53543973839,59284.11731300033,631.257322772931,33818.58418804568,1825.8775834206208,0.23397794847633158,35644.22779351783,1913.2313861201505,37557.459179637975,6000.0,6000.000000000001,4612.712595215014
2025-04-24,61001.25823737295,58894.46068123697,256.5667709336662,36237.9651480883,282.8843193028482,557.0317122744211,35963.817755116725,754.065656833404,36717.883411950126,6000.000000000001,6000.0,8287.637179037574
2025-04-25,54510.07750393276,53758.79561882092,0.0,33100.81909924754,0.0,366.4417181286565,32734.377381118888,0.0,32734.377381118888,6000.0,5999.999999999999,48039.72873430411
2025-04-26,51989.72733110647,51799.73973215463,0.0,31352.815132320684,0.0,46.927621553189496,31305.887510767498,0.0,31305.887510767498,5999.999999999999,6000.000000000001,48135.84932003783
2025-04-27,53624.55361661808,54429.708635665724,1429.4224247130967,32089.818236145926,608.6286248685819,22.472438331234187,32675.974422683277,5998.182238020546,38674.156660703826,6000.000000000001,6000.000000000001,3512.313302604839
2025-04-28,66662.56811629422,63679.98414156375,577.5430000524625,39311.762385148,0.0,990.3386613350158,38321.423723812986,2220.7202175130287,40542.143941326016,6000.000000000001,6000.000000000003,3779.7655287027183
2025-04-29,57758.47482406645,56620.50265932887,191.8729998635004,34357.93368953476,318.26812306538244,324.7527000609102,34351.44911253923,881.818093713716,35233.267206252945,6000.000000000003,6000.000000000002,5675.024504567915
2025-04-30,56231.276600805126,54522.6055831988,1578.0486595821349,33976.952868440196,0.0,686.522002025913,33290.43086641429,5427.91437734158,38718.345243755866,6000.000000000002,6000.000000000006,4257.14192319527
2025-05-01,61274.744949250795,60016.75891039331,1901.3194345634715,36762.39557275231,0.0,392.34707517064123,36370.048497581665,9012.37281909341,45382.42131667508,6000.000000000006,5999.999999999999,6846.448424308752
2025-05-02,69113.9271031122,66668.92304814234,0.0,41058.201016702296,0.0,802.3830634043467,40255.81795329794,0.0,40255.81795329794,5999.999999999999,6000.0,48326.17849458623
2025-05-03,63949.48104679936,58992.47435782368,8.050018828060843,37829.43190215691,0.0,1500.360283071166,36329.07161908575,17.21094025439408,36346.28255934014,6000.0,5999.999999999997,46381.41866800392
2025-05-04,61066.75026802438,54321.11835339144,3651.422943914811,36115.967328236125,0.0,1868.9470655061384,34247.02026272999,15027.545729894786,49274.565992624775,5999.999999999997,5999.999999999999,2925.599264591607
2025-05-05,63924.75791267483,60965.76414072834,1893.1655578419452,38655.708551427204,0.0,1178.2253958293768,37477.48315559783,8152.753781250668,45630.2369368485,5999.999999999999,6000.000000000005,3914.6117855487983
2025-05-06,54437.61402178505,56499.75704561341,2444.9534262740663,32913.30683107555,1607.8101885531696,0.0,34521.11701962872,9678.501744293142,44199.61876392186,6000.000000000005,6000.000000000001,2207.9938706024273
2025-05-07,63069.24256306808,63069.24256306808,593.978725405905,38440.729917749595,0.0,0.0,38440.7299177496,2757.22359504951,41197.95351279911,6000.000000000001,6000.000000000002,4703.502883973446
2025-05-08,68594.1899611929,67178.34827920512,593.647017493345,40626.50305840961,270.4991879852431,424.95999093099954,40472.04225546385,2885.4127786312356,43357.45503409509,6000.000000000002,6000.000000000004,7904.738614491677
2025-05-09,68955.72639669005,62707.01357546895,0.0,40847.54723021935,118.4495828075458,1759.3823530319212,39206.61445999498,0.0,39206.61445999498,6000.000000000004,6000.000000000004,50151.72418588049
2025-05-10,64885.25909879489,62654.090475186415,1.2335516247618443,38046.80449226918,943.6925912202748,793.1181497685245,38197.37893372092,2.637333373740823,38200.01626709466,6000.000000000004,6000.000000000002,46576.84441677682
2025-05-11,63357.55549194688,60584.97844120371,1547.4115752625048,37271.02577382664,327.26193991544915,748.286075715745,36850.00163802634,6962.978001600548,43812.97963962689,6000.000000000002,6000.000000000002,2936.942932931998
2025-05-12,58379.33616074217,58286.9825542952,1048.6895444850616,34952.99672457486,614.5374714672873,123.91699635987392,35443.617199682274,4165.456964219178,39609.07416390145,6000.000000000002,6000.000000000004,4062.51855138337
2025-05-13,67079.268617947,61796.98414445727,362.2661241121101,40004.51714887624,295.0214350976684,1589.999429137462,38709.53915483644,1790.3537818667292,40499.892936703174,6000.000000000004,6000.000000000004,5317.506115412149
2025-05-14,68297.41897104803,63996.028756173284,255.82362892472995,41798.87778777598,0.0,1476.4139569739596,40322.46383080202,879.0483886384861,41201.512219440505,6000.000000000004,6000.000000000001,7534.276207745903
2025-05-15,66777.86751146999,64339.164497026926,137.59115849223318,41452.241705921675,47.05755573548087,918.3501982968752,40580.94906336028,449.2412763073653,41030.19033966765,6000.000000000001,6000.0,7977.3416069501745
2025-05-16,61699.58099250906,57319.25639269074,0.0,37868.80875701059,0.0,1424.4562637525414,36444.35249325805,0.0,36444.35249325805,6000.0,6000.0,51085.989746468746
2025-05-17,66114.22354645356,62891.78901326639,3.126716755088978,39668.96588037884,0.0,1045.1412635971456,38623.8246167817,6.684920422380235,38630.50953720408,6000.0,6000.000000000002,48858.02149527884
2025-05-18,66074.06918455072,62048.58342034744,721.7403595467414,39085.49489009922,0.0,1080.1988183299761,38005.29607176925,2130.837731739691,40136.133803508936,6000.000000000002,6000.000000000004,5384.771440523626
2025-05-19,61514.27297503325,57758.67054626532,233.8287279947031,36769.41397064989,553.1660168820637,955.7415807947278,36366.838406737224,1188.2775831547424,37555.115989891965,6000.000000000004,6000.000000000002,6926.38316876379
2025-05-20,61938.208023500694,62300.72564569106,499.5705869796849,37340.404954385536,383.12869898783174,0.0,37723.53365337338,2195.679640248683,39919.21329362206,6000.000000000002,5999.999999999998,4744.378729280843
2025-05-21,58943.20476855685,60259.87295770433,349.35626424009814,36336.248742575546,1202.0245868260224,0.0,37538.27332940157,1150.7701040460688,38689.04343344764,5999.999999999998,6000.000000000002,5628.538137517697
2025-05-22,63849.55715843734,62867.26597459814,86.52382408452144,39380.84958460724,50.209324163613225,280.1174816858968,39150.94142708495,258.2488174350327,39409.19024451998,6000.000000000002,5999.999999999998,8503.438823598022
2025-05-23,64107.84774176552,62531.49138269178,0.0,38487.26606303986,1050.8935624034866,569.54582860145,38968.61379684189,0.0,38968.61379684189,5999.999999999998,6000.000000000003,52570.299076931355
2025-05-24,55538.802431490185,55491.424245347356,0.0,34218.08006953419,0.0,29.722451503877487,34188.35761803032,0.0,34188.35761803032,6000.000000000003,6000.000000000002,48078.661847386684
2025-05-25,59427.341435824594,56829.97710339271,1026.357461632846,35648.17760696247,0.0,576.7662992075857,35071.41130775488,3897.386315106923,38968.797622861806,6000.000000000002,6000.000000000004,5931.746026163812
2025-05-26,58998.94925457204,62700.18066008127,631.182016763521,36039.910329167426,3182.9938959661586,9.08272352766604,39213.82150160591,2063.270094861651,41277.091596467566,6000.000000000004,6000.000000000002,4957.377162482497
2025-05-27,56106.986518130376,56767.08840699061,818.0606170332339,34589.5644901339,448.75684112794227,1.1995281891704377,35037.121803072674,3183.9670986358688,38221.08890170854,6000.000000000002,5999.9999999999945,4830.722717615673
2025-05-28,66159.86784462963,64882.40936564238,145.9388794934598,39768.97783570498,0.0,343.04511863429906,39425.93271707069,462.6609222692736,39888.59363933996,5999.9999999999945,6000.0,8688.08343000763
2025-05-29,64490.147494972276,64043.96876433928,314.81454922985597,38719.47863584076,162.413991147697,147.78156995999495,38734.11105702846,1318.9517355353967,40053.062792563855,6000.0,5999.999999999998,6365.133576277431
2025-05-30,65932.23998685795,60589.727065234816,0.0,39981.530046727275,9.529614681614312,1410.696951294504,38580.362710114394,0.0,38580.362710114394,5999.999999999998,6000.000000000002,50343.015737281705
2025-05-31,67400.69595980246,60437.06959042106,105.50642702305856,41229.04856418498,0.0,2299.4502265740093,38929.59833761097,225.5727409752992,39155.171078586274,6000.000000000002,5999.9999999999945,48582.89883976098
2025-06-01,76419.78470145079,70572.14538710266,6468.207477827202,46321.01838781548,0.0,2094.2765206699305,44226.74186714555,25315.65910891859,69542.40097606415,5999.9999999999945,6000.000000000002,1673.0300437830056
2025-06-02,80177.63173350124,68548.11812812749,5659.145046879157,49492.87284945706,0.0,3773.7661319700283,45719.106717487026,20812.525488106876,66531.6322055939,6000.000000000002,6000.000000000001,1243.6215342902283
2025-06-03,75929.01845381479,74308.62791617028,2674.4188943779213,46775.571659512745,15.78067786710387,547.2420886375721,46244.110248742276,10063.489315996518,56307.59956473879,6000.000000000001,6000.0,4446.062180586972
2025-06-04,86887.9536456163,75783.25650915483,2353.5505079206728,54490.83236107834,0.0,3820.017521789877,50670.81483928846,6447.168945721454,57117.983785009914,6000.0,6000.0,4200.223252647887
2025-06-05,76670.81029324513,76557.17837003205,2000.8531643043254,46753.96576967829,1018.2554163880321,202.41121489924046,47569.80997116708,6900.701129602115,54470.511100769196,6000.0,6000.000000000002,3143.5392999817223
2025-06-06,83568.9809390702,80486.73303098994,0.0,52341.967948355974,0.0,1087.4244339622148,51254.54351439375,0.0,51254.54351439375,6000.000000000002,6000.000000000002,45139.149128559606
2025-06-07,83811.02029103859,79084.94924355582,33.60685330175568,51865.127108105065,635.5055214078727,1767.2993613558688,50733.33326815707,71.85145235915364,50805.18472051622,6000.000000000002,6000.000000000002,43616.64483526635
2025-06-08,71959.07384431224,69751.51739793277,2070.5157405297805,43808.667057611834,1136.5215695730637,840.2746516748815,44104.91397551002,8044.84242881353,52149.75640432355,6000.000000000002,6000.000000000002,2869.9402786573073
2025-06-09,81695.20727374117,76794.75556475786,1656.3333306687555,50910.09568742324,28.021359485251324,1697.3253553159311,49240.79169159256,6100.989714284992,55341.781405877555,6000.000000000002,6000.000000000002,3209.7262437583595
2025-06-10,77582.23686251827,78783.85856504625,1277.4119936523507,48076.67374625853,1620.7959047017112,101.23040825988943,49596.23924270034,3993.3190364650027,53589.55827916534,6000.000000000002,6000.0,4087.765170307108
2025-06-11,86975.61617877413,86339.49089239736,616.2716425901584,55745.10913726068,0.0,288.8125813189853,55456.2965559417,2621.003920058689,58077.30047600039,6000.0,6000.000000000001,6262.977155672106
2025-06-12,84267.51723518415,83665.75394813862,294.93965726108695,53125.32153528618,0.0,206.81191183693306,52918.509623449245,1030.0523838639408,53948.56200731319,6000.000000000001,5999.999999999998,7185.809349541733
2025-06-13,82132.3073271358,82036.42103716654,0.0,51539.16759030637,0.0,32.18786713657842,51506.97972316979,0.0,51506.97972316979,5999.999999999998,6000.0,49227.268968408796
2025-06-14,78997.06392258311,76337.90960820415,0.0,48607.41430952193,0.0,887.0354706052624,47720.378838916666,0.0,47720.378838916666,6000.0,5999.999999999998,46084.33902038097
2025-06-15,75337.78560618451,77207.86485385986,1517.4886202008015,46835.43416181921,1538.2572328716205,74.03116799013134,48299.660226700704,6180.634134362832,54480.294361063534,5999.999999999998,6000.000000000001,3799.145845128527
2025-06-16,80588.7988092837,80768.26577095175,877.5106988522981,50246.60812052988,673.9372409468795,197.35104644078558,50723.19431503597,3448.669232838388,54171.86354787436,6000.000000000001,5999.999999999999,4474.466859027301
2025-06-17,84965.98620596495,84926.73388421367,720.3783609747783,53307.872984495276,352.01334708000724,128.71682218068082,53531.169509394604,2857.9187461933675,56389.08825558797,5999.999999999999,6000.000000000002,6508.675663844978
2025-06-18,86348.26105149268,84265.0070966603,274.418252522131,54206.49956731251,254.58981499918724,786.9444688765029,53674.1449134352,1035.1190833579187,54709.26399679312,6000.000000000002,5999.999999999998,9371.417846510949
