date,interval,price_yuan_per_kwh,load_kw,pv_kw,Q_kwh,C_kwh,D_kwh,E_kwh,U_kwh,S_start_kwh,S_end_kwh
2025-02-01,08:00-08:10,1.1683,3545.4639,2332.1065,0.0,0.0,389.1451382754387,0.0,186.9189049421053,3116.448034161246,2684.064547188537
2025-02-01,08:10-08:20,1.0956,3411.349,2632.5934,0.0,0.0,263.9891130307106,0.0,134.1965130307106,2684.064547188537,2390.7433104877473
2025-02-01,08:20-08:30,1.0849,3445.37,2927.6625,0.0,0.0,257.7785073911793,0.0,171.4939240578459,2390.7433104877473,2104.3227467197703
2025-02-01,08:30-08:40,1.061,3467.1139,3251.299,0.0,0.0,202.70108161407103,0.0,166.73193161407102,2104.3227467197703,1879.0993227041358
2025-02-01,08:40-08:50,1.043,3894.4802,3519.7566,0.0,0.0,163.58264857709662,0.0,101.1287152437634,1879.0993227041358,1697.3408242851397
2025-02-01,08:50-09:00,1.036,4422.76,3731.7,0.0,0.0,182.5560770960467,0.0,67.37941042937996,1697.3408242851397,1494.5007386228654
2025-02-01,09:00-09:10,1.0147,4267.5205,3992.5758,0.0,0.0,153.04534780370614,0.0,107.22123113703958,1494.5007386228654,1324.4503521743031
2025-02-01,09:10-09:20,0.9922,4190.1702,4378.3332,0.0,0.0,88.95401121976215,0.0,120.31451121976227,1324.4503521743031,1225.6125619301229
2025-02-01,09:20-09:30,0.97,4418.32,4788.525,0.0,0.0,18.074201658843776,0.0,79.7750349921771,1225.6125619301229,1205.5301156425187
2025-02-01,09:30-09:40,0.9422,4399.2754,5029.9241,0.0,0.0,4.977104078267075,0.0,110.08522074493374,1205.5301156425187,1199.9999999999998
2025-02-01,09:40-09:50,0.9569,4182.7342,5203.9177,0.0,6.211871859711664,0.0,0.0,163.9853781402884,1199.9999999999998,1205.5906846737403
2025-02-01,09:50-10:00,0.9977,4071.53,5364.1125,0.0,17.272805326763546,0.0,0.0,198.15761133990316,1205.5906846737403,1221.1362094678275
2025-02-01,10:00-10:10,0.9919,4268.5932,5471.099,0.0,106.06721361265079,0.0,0.0,94.35041972068245,1221.1362094678275,1316.5967017192131
2025-02-01,10:10-10:20,0.9588,4240.2423,5601.7634,0.0,152.60591760104307,0.0,0.0,74.31426573229021,1316.5967017192131,1453.942027560152
2025-02-01,10:20-10:30,0.9549,4001.96,5755.3125,0.0,143.32187766625498,0.0,0.0,148.90353900041168,1453.942027560152,1582.9317174597813
2025-02-01,10:30-10:40,0.9839,4072.3226,5878.849,0.0,131.06307835064808,0.0,0.0,170.02465498268532,1582.9317174597813,1700.8884879753648
2025-02-01,10:40-10:50,0.799,4068.783,6128.0874,0.0,197.75327771169452,0.0,0.0,145.4641222883056,1700.8884879753648,1878.86643791589
2025-02-01,10:50-11:00,0.5025,3917.55,6361.65,0.0,234.91559079736794,0.0,0.0,172.43440920263185,1878.86643791589,2090.290469633521
2025-02-01,11:00-11:10,0.4662,3946.1661,6277.0669,622.5759520602431,833.3333333333333,0.0,0.0,177.72608539357645,2090.290469633521,2840.290469633521
2025-02-01,11:10-11:20,0.5007,3936.6103,6308.0507,273.6812993715886,525.8459665378056,0.0,0.0,143.07539950044963,2840.290469633521,3313.551839517546
2025-02-01,11:20-11:30,0.4827,3927.21,6594.375,578.4483041392571,833.3333333333333,0.0,0.0,189.64247080592372,3313.551839517546,4063.551839517546
2025-02-01,11:30-11:40,0.4785,4153.2513,6817.8939,578.379981082345,833.3333333333333,0.0,0.0,189.1537477490117,4063.551839517546,4813.551839517546
2025-02-01,11:40-11:50,0.4662,4080.8969,6770.5009,577.9122491703234,833.3333333333333,0.0,0.0,192.8462491703234,4813.551839517546,5563.551839517546
2025-02-01,11:50-12:00,0.4432,3840.2,6603.9375,542.9270361515272,833.3333333333333,0.0,0.0,170.21661948486064,5563.551839517546,6313.551839517546
2025-02-01,12:00-12:10,0.4411,4061.0483,6632.8992,555.1562453128529,833.3333333333333,0.0,0.0,150.46472864618636,6313.551839517546,7063.551839517546
2025-02-01,12:10-12:20,0.4551,3978.5628,6536.8864,587.1358906765911,833.3333333333333,0.0,0.0,180.18982400992468,7063.551839517546,7813.551839517546
2025-02-01,12:20-12:30,0.4463,3564.13,6314.475,607.9983994108043,833.3333333333333,0.0,0.0,233.0558994108044,7813.551839517546,8563.551839517546
2025-02-01,12:30-12:40,0.4113,3606.685,6312.5866,569.5465967278458,833.3333333333333,0.0,0.0,187.19686339451255,8563.551839517546,9313.551839517546
2025-02-01,12:40-12:50,0.5682,3800.0122,6353.9385,0.0,239.39126461032333,0.0,0.0,186.26311872300994,9313.551839517546,9529.003977666836
2025-02-01,12:50-13:00,0.8279,3832.09,6313.35,0.0,177.4844011850222,0.0,0.0,236.05893214831121,9529.003977666836,9688.739938733357
2025-02-01,13:00-13:10,0.8636,3716.2454,6246.1375,0.0,212.0319067406665,0.0,0.0,209.61677659266672,9688.739938733357,9879.568654799958
2025-02-01,13:10-13:20,0.8416,3639.0264,6175.373,0.0,192.0216759477961,0.0,0.0,230.7027573855372,9879.568654799958,10052.388163152975
2025-02-01,13:20-13:30,0.8618,3642.08,6103.6875,0.0,193.86224430468405,0.0,0.0,216.40567236198262,10052.388163152975,10226.86418302719
2025-02-01,13:30-13:40,0.8623,3637.91,5992.7643,0.0,187.2452691388935,0.0,0.0,205.2304475277732,10226.86418302719,10395.384925252194
2025-02-01,13:40-13:50,0.9026,3749.5633,5691.8061,0.0,125.89290161549911,0.0,0.0,197.81423171783422,10395.384925252194,10508.688536706144
2025-02-01,13:50-14:00,0.9754,3849.87,5251.125,0.0,101.1599116330649,0.0,0.0,132.38258836693512,10508.688536706144,10599.732457175902
2025-02-01,14:00-14:10,1.0002,3676.3403,4893.7405,0.0,96.36219206105409,0.0,0.0,106.53784127227925,10599.732457175902,10686.45843003085
2025-02-01,14:10-14:20,0.9978,3619.6065,4617.2194,0.0,126.15729996571997,0.0,0.0,40.11151670094671,10686.45843003085,10799.999999999998
2025-02-01,14:20-14:30,1.0271,3664.87,4364.4,0.0,0.0,0.0,0.0,116.58833333333337,10799.999999999998,10799.999999999998
2025-02-01,14:30-14:40,1.0906,3429.7385,4104.4044,0.0,0.0,0.0,0.0,112.44431666666674,10799.999999999998,10799.999999999998
2025-02-01,14:40-14:50,0.9376,3327.5652,3890.1686,0.0,0.0,-0.0,0.0,93.76723333333337,10799.999999999998,10799.999999999998
2025-02-01,14:50-15:00,0.6694,3473.54,3688.35,36.968166988908706,0.0,0.0,0.0,72.76983365557544,10799.999999999998,10799.999999999998
2025-02-01,15:00-15:10,0.66,3562.932,3392.3571,58.861469431510386,0.0,0.0,0.0,30.43231943151045,10799.999999999998,10799.999999999998
2025-02-01,15:10-15:20,0.7217,3620.2202,3032.6158,97.29396232993565,0.0,0.0,0.6401043367310422,0.0,10799.999999999998,10799.999999999998
2025-02-01,15:20-15:30,0.7308,3651.93,2703.825,157.45090340666962,0.0,0.0,0.5665965933303596,0.0,10799.999999999998,10799.999999999998
2025-02-01,15:30-15:40,0.7534,3580.7319,2481.7698,184.38820656612342,0.0,0.0,0.0,1.2278565661233642,10799.999999999998,10799.999999999998
2025-02-01,15:40-15:50,0.7823,3420.6657,2255.8374,247.76607835975113,0.0,-0.0,0.0,53.62802835975111,10799.999999999998,10799.999999999998
2025-02-01,15:50-16:00,0.8055,3292.5,1973.5875,279.6115964638207,0.0,-0.0,0.0,59.79284646382075,10799.999999999998,10799.999999999998
2025-02-01,16:00-16:10,0.8271,3324.4944,1687.0443,335.4379409278251,0.0,-0.0,0.0,62.5295909278251,10799.999999999998,10799.999999999998
2025-02-01,16:10-16:20,0.8519,3354.2164,1442.6491,389.81730431053495,0.0,-0.0,0.0,71.22275431053495,10799.999999999998,10799.999999999998
2025-02-01,16:20-16:30,0.8791,3378.64,1214.175,428.3506624131313,0.0,-0.0,0.0,67.60649574646462,10799.999999999998,10799.999999999998
2025-02-01,16:30-16:40,0.9024,3481.7178,933.1142,464.7276849772774,0.0,-0.0,0.0,39.96041831061078,10799.999999999998,10799.999999999998
2025-02-01,16:40-16:50,0.9163,3196.9081,640.2688,484.66760182533005,0.0,-0.0,0.0,58.56105182533001,10799.999999999998,10799.999999999998
2025-02-01,16:50-17:00,0.9264,2680.68,358.2375,453.2375419428231,0.0,-0.0,0.0,66.16379194282314,10799.999999999998,10799.999999999998
2025-02-01,17:00-17:10,0.9462,2601.2611,95.3846,498.9171130868048,0.0,-0.0,0.0,81.27102975347148,10799.999999999998,10799.999999999998
2025-02-01,17:10-17:20,0.9742,2638.6848,0.0,491.58236679820834,0.0,-0.0,0.0,51.80156679820834,10799.999999999998,10799.999999999998
2025-02-01,17:20-17:30,0.9862,2616.82,0.0,516.4144185634559,0.0,-0.0,0.0,80.2777518967892,10799.999999999998,10799.999999999998
2025-02-01,17:30-17:40,0.976,2675.971,4.1367,510.48256736366625,0.0,0.0,0.0,65.1768506969996,10799.999999999998,10799.999999999998
2025-02-01,17:40-17:50,1.0742,2639.3558,0.0,491.2958560356354,0.0,-0.0,0.0,51.40322270230206,10799.999999999998,10799.999999999998
2025-02-01,17:50-18:00,1.2313,2570.82,0.0,0.0,0.0,489.57634457117,0.0,61.106344571169984,10799.999999999998,10256.02628380981
2025-02-01,18:00-18:10,1.2561,2725.1073,0.297,0.0,0.0,493.280429561314,0.0,39.14537956131403,10256.02628380981,9707.936917630572
2025-02-01,18:10-18:20,1.2447,2833.5919,0.0,0.0,0.0,486.8935041768004,0.0,14.628187510133728,9707.936917630572,9166.944135211905
2025-02-01,18:20-18:30,1.2545,2725.01,0.0,0.0,0.0,481.341086618616,0.0,27.172753285282624,9166.944135211905,8632.120705635665
2025-02-01,18:30-18:40,1.2522,2510.2571,0.0213,0.0,0.0,480.4521030868056,0.0,62.079469753472324,8632.120705635665,8098.285035539215
2025-02-01,18:40-18:50,1.2881,2484.4934,0.0,0.0,0.0,491.0990941119662,0.0,77.01686077863292,8098.285035539215,7552.619375414808
2025-02-01,18:50-19:00,1.3466,2592.83,0.0,0.0,0.0,495.840721236004,0.0,63.702387902670694,7552.619375414808,7001.685240708137
2025-02-01,19:00-19:10,1.3523,2544.0862,0.0015,0.0,0.0,493.96164273937984,0.0,69.94752607271312,7001.685240708137,6452.838970997715
2025-02-01,19:10-19:20,1.3445,2654.4748,0.0,0.0,0.0,483.10255914273347,0.0,40.69009247606681,6452.838970997715,5916.0583497280095
2025-02-01,19:20-19:30,1.3483,2902.48,0.0,0.0,0.0,484.91223424389307,0.0,1.1655675772263976,5916.0583497280095,5377.266978345906
2025-02-01,19:30-19:40,1.349,2887.1068,0.0,0.0,0.0,488.391531128337,0.0,7.20706446167037,5377.266978345906,4834.609721536643
2025-02-01,19:40-19:50,1.3473,2668.5956,0.0,0.0,0.0,491.01795597515496,0.0,46.25202264182161,4834.609721536643,4289.0342148975815
2025-02-01,19:50-20:00,1.3482,2508.57,0.0,0.0,0.0,491.0049378873136,0.0,72.90993788731356,4289.0342148975815,3743.4731728005668
2025-02-01,20:00-20:10,1.3513,2620.4431,0.0,0.0,0.0,495.83092751636036,0.0,59.09041084969368,3743.4731728005668,3192.5499200046106
2025-02-01,20:10-20:20,1.34,2716.1871,0.0,0.0,0.0,488.46894426363974,0.0,35.771094263639725,3192.5499200046106,2649.806648600567
2025-02-01,20:20-20:30,1.3489,2699.81,0.0,0.0,0.0,511.23125375572766,0.0,61.26292042239436,2649.806648600567,2081.771922205314
2025-02-01,20:30-20:40,1.3952,2730.4002,0.0,0.0,0.0,526.7501661210187,0.0,71.68346612101863,2081.771922205314,1496.4939598486267
2025-02-01,20:40-20:50,1.2226,2724.0742,0.0,239.6507749553483,0.0,266.84456386376564,0.0,52.4829721524473,1496.4939598486267,1199.9999999999982
2025-02-01,20:50-21:00,0.9332,2756.43,0.0,530.4237653372877,0.0,0.0,0.0,71.01876533728773,1199.9999999999982,1199.9999999999982
2025-02-01,21:00-21:10,0.9068,2984.5246,0.0,516.1438466457408,0.0,0.0,0.0,18.723079979074157,1199.9999999999982,1199.9999999999982
2025-02-01,21:10-21:20,0.9371,3019.6988,0.0,506.43374185004075,0.0,0.0,0.0,3.1506085167073934,1199.9999999999982,1199.9999999999982
2025-02-01,21:20-21:30,0.9371,2865.34,0.0,516.0048961251875,0.0,0.0,0.0,38.44822945852087,1199.9999999999982,1199.9999999999982
2025-02-01,21:30-21:40,0.9871,2874.8157,0.0,523.6174343918165,0.0,-0.0,0.0,44.48148439181642,1199.9999999999982,1199.9999999999982
2025-02-01,21:40-21:50,0.7764,2701.2246,0.0,510.9500820201661,0.0,-0.0,0.0,60.74598202016614,1199.9999999999982,1199.9999999999982
2025-02-01,21:50-22:00,0.4209,2352.51,0.0,1288.089969204072,833.3333333333333,0.0,0.0,62.67163587073878,1199.9999999999982,1949.9999999999982
2025-02-01,22:00-22:10,0.3859,2230.6189,0.0,1286.1373386753899,833.3333333333333,0.0,0.0,81.03418867538994,1949.9999999999982,2699.999999999998
2025-02-01,22:10-22:20,0.4368,2181.4693,0.0,1119.4150384352738,666.6666666666666,0.0,0.0,89.17015510194051,2699.999999999998,3299.999999999998
2025-02-01,22:20-22:30,0.4198,2154.94,0.0,1286.2428808553154,833.3333333333333,0.0,0.0,93.75288085531542,3299.999999999998,4049.999999999998
2025-02-01,22:30-22:40,0.4186,2292.3043,0.0,1271.6188045644838,833.3333333333333,0.0,0.0,56.234754564483865,4049.999999999998,4799.999999999998
2025-02-01,22:40-22:50,0.4241,2503.0105,0.0,1280.4391447708445,833.3333333333333,0.0,0.0,29.93739477084455,4799.999999999998,5549.999999999998
2025-02-01,22:50-23:00,0.4237,2590.78,0.0,1294.7780666620545,833.3333333333333,0.0,0.0,29.64806666205459,5549.999999999998,6299.999999999998
2025-02-01,23:00-23:10,0.4248,2438.7897,0.0,1269.8691109794843,833.3333333333333,0.0,0.0,30.070827646150974,6299.999999999998,7049.999999999998
2025-02-01,23:10-23:20,0.424,2405.7592,0.0,1270.879986778989,833.3333333333333,0.0,0.0,36.58678677898911,7049.999999999998,7799.999999999998
2025-02-01,23:20-23:30,0.422,2459.67,0.0,1300.639997803481,833.3333333333333,0.0,0.0,57.36166447014784,7799.999999999998,8549.999999999998
2025-02-01,23:30-23:40,0.424,2323.4202,0.0,1306.9846842402976,833.3333333333333,0.0,0.0,86.41465090696443,8549.999999999998,9299.999999999998
2025-02-01,23:40-23:50,0.4271,2728.2609,0.0,1325.912546123952,833.3333333333333,0.0,0.0,37.86906279061873,9299.999999999998,10049.999999999998
2025-02-01,23:50-24:00,0.4276,3484.94,0.0,1449.3783212371204,833.3333333333333,0.0,0.0,35.221654570453666,10049.999999999998,10799.999999999998
2025-02-02,00:00-00:10,0.4248,3591.9843,0.0,618.6157490659807,0.0,-1.6370904631912707e-12,0.0,19.951699065979096,10799.999999999998,10800.0
2025-02-02,00:10-00:20,0.4245,3490.4069,0.0,621.7071100974485,0.0,0.0,0.0,39.97262676411526,10800.0,10800.0
2025-02-02,00:20-00:30,0.4269,3507.56,0.0,625.6243956105741,0.0,-0.0,0.0,41.03106227724072,10800.0,10800.0
2025-02-02,00:30-00:40,0.4272,3516.6172,0.0,629.7723298455805,0.0,-0.0,0.0,43.669463178913816,10800.0,10800.0
2025-02-02,00:40-00:50,0.4271,3523.1812,0.0,651.0617336487044,0.0,0.0,0.0,63.86486698203771,10800.0,10800.0
2025-02-02,00:50-01:00,0.4285,3576.44,0.0,665.1359934630937,0.0,-0.0,0.0,69.06266012976027,10800.0,10800.0
2025-02-02,01:00-01:10,0.4311,3672.3289,0.0,637.4211019455373,0.0,-0.0,0.0,25.36628527887069,10800.0,10800.0
2025-02-02,01:10-01:20,0.4302,3589.9458,0.0,640.6396170511273,0.0,0.0,0.0,42.315317051127295,10800.0,10800.0
2025-02-02,01:20-01:30,0.4279,3433.4,0.0,637.6875375336898,0.0,0.0,0.0,65.45420420035646,10800.0,10800.0
2025-02-02,01:30-01:40,0.4312,3549.9164,0.0,634.9778468296525,0.0,-0.0,0.0,43.325113496319204,10800.0,10800.0
2025-02-02,01:40-01:50,0.4333,3745.7742,0.0,644.9112801784196,0.0,-0.0,0.0,20.615580178419577,10800.0,10800.0
2025-02-02,01:50-02:00,0.4311,3771.99,0.0,669.193589495999,0.0,0.0,0.0,40.528589495999086,10800.0,10800.0
2025-02-02,02:00-02:10,0.4293,3594.4447,0.0,665.9226601301804,0.0,0.0,0.0,66.84854346351369,10800.0,10800.0
2025-02-02,02:10-02:20,0.4324,3671.1635,0.0,688.3325997737091,0.0,0.0,0.0,76.4720164403758,10800.0,10800.0
2025-02-02,02:20-02:30,0.4367,3882.83,0.0,665.9833717977898,0.0,-0.0,0.0,18.84503846445648,10800.0,10800.0
2025-02-02,02:30-02:40,0.4348,3711.2114,0.0,683.5625432960118,0.0,0.0,0.0,65.02730996267837,10800.0,10800.0
2025-02-02,02:40-02:50,0.4335,3797.0551,0.0,682.3516919070489,0.0,0.0,0.0,49.509175240382206,10800.0,10800.0
2025-02-02,02:50-03:00,0.4357,4096.45,0.0,675.245461306317,0.0,0.0,7.496205360349677,0.0,10800.0,10800.0
2025-02-02,03:00-03:10,0.4374,3901.7476,0.0,672.8885325368691,0.0,-0.0,0.0,22.597265870202364,10800.0,10800.0
2025-02-02,03:10-03:20,0.4371,3751.7022,0.0,677.052809106057,0.0,0.0,0.0,51.76910910605693,10800.0,10800.0
2025-02-02,03:20-03:30,0.4356,3892.96,0.0,706.4011815613346,0.0,0.0,0.0,57.574514894667914,10800.0,10800.0
2025-02-02,03:30-03:40,0.4353,4003.4218,0.0,691.8439967388922,0.0,0.0,0.0,24.607030072225484,10800.0,10800.0
2025-02-02,03:40-03:50,0.436,3951.333,0.0,674.293197650589,0.0,0.0,0.0,15.737697650588984,10800.0,10800.0
2025-02-02,03:50-04:00,0.4378,3825.93,0.0,705.0575875654707,0.0,-0.0,0.0,67.40258756547075,10800.0,10800.0
2025-02-02,04:00-04:10,0.4401,3819.9275,0.0,721.8931324673913,0.0,-0.0,0.0,85.23854913405796,10800.0,10800.0
2025-02-02,04:10-04:20,0.4389,3875.44,0.0,728.358048690877,0.0,0.0,0.0,82.45138202421037,10800.0,10800.0
2025-02-02,04:20-04:30,0.4364,3917.79,0.0,731.1923118045895,0.0,0.0,0.0,78.22731180458948,10800.0,10800.0
2025-02-02,04:30-04:40,0.4393,3937.5329,0.0,719.2085013043398,0.0,0.0,0.0,62.95301797100649,10800.0,10800.0
2025-02-02,04:40-04:50,0.4422,3992.324,0.0014,708.5737703320198,0.0,-0.0,0.0,43.18667033201975,10800.0,10800.0
2025-02-02,04:50-05:00,0.4395,4086.2,0.0,698.8305655124499,0.0,0.0,0.0,17.797232179116577,10800.0,10800.0
2025-02-02,05:00-05:10,0.4333,4146.1246,0.0,717.0520418918463,0.0,0.0,0.0,26.031275225179684,10800.0,10800.0
2025-02-02,05:10-05:20,0.4439,4075.3387,0.0189,750.1571503525748,0.0,-0.0,0.0,70.93718368590817,10800.0,10800.0
2025-02-02,05:20-05:30,0.4301,3887.68,0.0,730.9759741446851,0.0,0.0,0.0,83.0293074780185,10800.0,10800.0
2025-02-02,05:30-05:40,0.3713,3800.9682,0.0,728.0880735800816,0.0,0.0,0.0,94.59337358008167,10800.0,10800.0
2025-02-02,05:40-05:50,0.5708,4342.6923,0.2639,802.6486634285383,0.0,-0.0,0.0,78.91059676187169,10800.0,10800.0
2025-02-02,05:50-06:00,0.9099,5133.2,0.0,925.0657148425248,0.0,-0.0,0.0,69.53238150919151,10800.0,10800.0
2025-02-02,06:00-06:10,0.9368,5203.4971,0.0,253.2101975694104,0.0,675.0,0.0,60.960680902743775,10800.0,10050.0
2025-02-02,06:10-06:20,0.8758,5131.6891,3.6762,928.7501673802088,0.0,0.0,0.0,74.08135071354228,10050.0,10050.0
2025-02-02,06:20-06:30,0.8759,5241.01,0.0,920.9032035100317,0.0,0.0,0.0,47.40153684336508,10050.0,10050.0
2025-02-02,06:30-06:40,0.8601,5256.0742,0.0,916.8368679792752,0.0,0.0,0.0,40.824501312608504,10050.0,10050.0
2025-02-02,06:40-06:50,0.8442,5123.0993,114.5793,915.6956563151657,0.0,0.0,0.0,80.9423229818324,10050.0,10050.0
2025-02-02,06:50-07:00,0.8334,4993.59,386.0625,866.5321279855756,0.0,0.0,0.0,98.6108779855756,10050.0,10050.0
2025-02-02,07:00-07:10,0.8092,5070.2148,657.2329,839.7140240587178,0.0,0.0,0.0,104.21704072538444,10050.0,10050.0
2025-02-02,07:10-07:20,0.7972,5192.5144,940.4696,814.0591825698456,0.0,0.0,0.0,105.3850492365122,10050.0,10050.0
2025-02-02,07:20-07:30,0.7644,5177.86,1238.4,746.9476621403065,0.0,0.0,0.0,90.37099547363997,10050.0,10050.0
