date,planned_purchase_kwh,emergency_purchase_kwh,planned_plus_emergency_kwh,planned_cost_yuan,emergency_cost_yuan,actual_total_cost_yuan,initial_kwh,terminal_kwh,total_unused_kwh
2025-03-22,32479.766087170618,166.08202681416694,32645.848113984783,16652.810176321735,509.7864428020764,17162.59661912381,10799.999999999998,10800.000000000004,12711.315047318118
2025-03-23,70096.96350576219,564.8939147883464,70661.85742055054,42506.52473747966,1915.0026097868606,44421.52734726652,10800.000000000004,10800.0,7699.231544769022
2025-03-24,68719.53498704542,648.7553210618645,69368.29030810729,41539.31039259478,2309.5514024636177,43848.8617950584,10800.0,10799.999999999998,7289.41317390915
2025-03-25,67387.02895749599,1469.9990258326113,68857.0279833286,40763.67002107232,5242.171657263463,46005.84167833578,10799.999999999998,10800.000000000004,3756.6837407975017
2025-03-26,67753.45793354872,254.44051634646942,68007.89844989519,40992.878461836655,841.4910363611313,41834.36949819779,10800.000000000004,10800.000000000002,8287.974517406605
2025-03-27,68160.81786091447,737.773944680279,68898.59180559474,41055.59017388137,2870.990562604111,43926.580736485485,10800.000000000002,10800.0,6080.4176649153305
2025-03-28,31581.938101459516,232.7336392404623,31814.671740699978,15982.44788995389,868.940172765985,16851.388062719874,10800.0,10800.000000000004,16610.766961118192
2025-03-29,31731.596489200616,175.6803957438605,31907.276884944476,16027.96455631117,736.5455682364163,16764.510124547585,10800.000000000004,10800.000000000004,19979.67608535423
2025-03-30,66910.47812203038,512.3914949145419,67422.86961694492,40071.97791950323,2169.586580910461,42241.56450041369,10800.000000000004,10800.0,8007.068273081746
2025-03-31,64589.76656725851,1896.722314380394,66486.48888163891,38827.84254390541,7524.367390474159,46352.20993437957,10800.0,10800.000000000004,5471.0367842786
2025-04-01,64476.78316010904,2834.850644699291,67311.63380480833,38586.88192760061,8274.615117424022,46861.49704502463,10800.000000000004,10800.000000000004,3019.1787789197824
2025-04-02,66516.33233881101,2458.357755568105,68974.69009437913,39416.166985398486,11825.979731850228,51242.14671724872,10800.000000000004,10800.000000000007,4433.763306210149
2025-04-03,68065.24824477267,497.9407739051688,68563.18901867783,40448.610242839255,2077.5746089841114,42526.18485182337,10800.000000000007,10800.000000000005,8604.739786843293
2025-04-04,30986.747165086847,148.56617113580097,31135.313336222647,15519.140703898855,525.0514942579159,16044.19219815677,10800.000000000005,10799.999999999998,20319.91569275526
2025-04-05,31060.85433154172,547.4048064912952,31608.259138033016,15603.122583577959,2033.5554680240061,17636.678051601964,10799.999999999998,10800.000000000007,15206.814182460106
2025-04-06,65159.07593170103,194.80000460046685,65353.8759363015,38767.70203215553,791.5869780653094,39559.28901022084,10800.000000000007,10800.0,6826.420958511599
2025-04-07,65252.88969151894,371.05497090155666,65623.9446624205,38823.90055719424,1201.8995853604838,40025.800142554726,10800.0,10800.000000000002,8310.45520259609
2025-04-08,67177.26994562408,743.5766788475734,67920.84662447165,39734.305564404975,3228.036439130177,42962.34200353515,10800.000000000002,10799.999999999996,9467.836910952043
2025-04-09,65424.73224098368,1346.6722729101016,66771.40451389378,38891.01834126697,4768.8705802352815,43659.88892150225,10799.999999999996,10800.00000000001,3538.0816020886514
2025-04-10,63982.91143156063,577.5288862915007,64560.44031785213,38228.96487581329,2550.2429664000456,40779.207842213335,10800.00000000001,10800.000000000005,5975.440225711773
2025-04-11,30274.909333281495,309.36813183240736,30584.277465113904,15022.67767467661,1235.9959861087923,16258.673660785402,10800.000000000005,10800.0,20878.933663805466
2025-04-12,30446.84377666292,136.335913455031,30583.17969011795,15192.486607252878,575.0942365015866,15767.580843754466,10800.0,10799.999999999996,17146.86687886087
2025-04-13,63631.366163799044,490.47794591491925,64121.844109713966,37696.637592749146,2193.743978021196,39890.38157077034,10799.999999999996,10800.000000000002,5768.042284927027
2025-04-14,63355.09587402478,409.99444823732335,63765.090322262105,37473.82551101358,1642.0850455484124,39115.91055656199,10800.000000000002,10799.999999999998,7221.002112485896
2025-04-15,65221.2379862218,128.91242083303587,65350.15040705484,38539.15341499369,574.0020027610165,39113.15541775471,10799.999999999998,10800.000000000004,11086.110493817503
2025-04-16,64556.482810491994,345.3955786970107,64901.878389189005,38057.99484321201,1282.5334458883322,39340.52828910034,10800.000000000004,10800.000000000007,5096.9870846812755
2025-04-17,61144.00316791056,546.6388674169827,61690.64203532754,36489.52928839644,1669.3469370127295,38158.87622540917,10800.000000000007,10800.000000000004,4810.291174201412
2025-04-18,29429.392543872127,120.81463578961109,29550.20717966174,14505.309813397707,361.9860465826674,14867.295859980375,10800.000000000004,10800.0,18581.889111290624
2025-04-19,29272.56003807932,240.80639673657885,29513.366434815896,14430.875606802292,734.0341693269112,15164.909776129203,10800.0,10800.0,18377.79860273414
2025-04-20,62045.25808637048,271.50888419232535,62316.76697056281,36688.75229933449,1178.8159138746867,37867.568213209175,10800.0,10800.000000000004,6380.919758432674
2025-04-21,62178.908174695884,273.46626623863307,62452.374440934516,36553.7561327734,908.5205701365235,37462.27670290993,10800.000000000004,10800.000000000005,9916.229625525379
2025-04-22,61741.489449240245,517.2815698437554,62258.771019084,36468.441095675444,1548.2797408903575,38016.7208365658,10800.000000000005,10799.999999999996,6195.904883297902
2025-04-23,63468.170804461275,258.5769032916801,63726.747707752955,37274.348910034176,881.8054309981563,38156.154341032336,10799.999999999996,10800.000000000005,8378.372879958588
2025-04-24,60004.98136355335,337.1970798374265,60342.178443390774,35650.4964850097,1109.1392791661758,36759.63576417588,10800.000000000005,10800.000000000002,9392.540660455486
2025-04-25,28453.29932330995,145.843911115077,28599.143234425028,13841.286513344425,540.4944933445838,14381.781006689009,10800.000000000002,10800.0,22017.71113278979
2025-04-26,28420.90563966791,344.7842056631185,28765.68984533103,13782.80420514947,1356.2219422676835,15139.026147417153,10800.0,10799.999999999996,24107.793762186062
2025-04-27,58323.374746265035,820.8943002510991,59144.269046516136,34499.77228336781,3282.197465617757,37781.96974898557,10799.999999999996,10800.0,6844.424231757113
2025-04-28,57138.17596235205,5371.911862123043,62510.08782447509,33826.45217329459,20541.65047157539,54368.10264486998,10800.0,10800.0,2069.2752950016093
2025-04-29,62376.4814400492,349.66274258030376,62726.144182629505,36600.251951108716,1491.736926641432,38091.98887775015,10800.0,10799.999999999998,11409.90236442535
2025-04-30,60465.71804174491,226.9559453327792,60692.673987077695,35701.05362520958,808.7150924244543,36509.76871763403,10799.999999999998,10800.000000000004,8717.694797055448
2025-05-01,56614.33936161628,3279.1776665898215,59893.5170282061,33673.191640200945,15287.322016802802,48960.51365700374,10800.000000000004,10800.0,5140.328035741618
2025-05-02,28374.852522549932,2916.8921872693472,31291.74470981928,13825.956663127728,13281.98140950046,27107.93807262819,10800.0,10799.999999999995,12516.857431717293
2025-05-03,29531.01806891735,1172.473758985221,30703.49182790257,14765.789286071358,5953.058635841622,20718.84792191298,10799.999999999995,10800.0,17146.131287823362
2025-05-04,63470.65189428576,881.7073671442367,64352.35926142999,38639.59142561526,2413.6167471986632,41053.208172813924,10800.0,10800.000000000004,8761.826347602757
2025-05-05,63729.60624487442,1268.8068755861714,64998.413120460595,38576.34476532327,5349.863008886955,43926.20777421023,10800.000000000004,10800.000000000002,6182.447917509418
2025-05-06,63590.53913313331,927.5605472444316,64518.09968037774,38704.194226472566,3693.188911664156,42397.38313813672,10800.000000000002,10800.000000000004,7822.716366986564
2025-05-07,65975.92100571729,661.3056227439645,66637.22662846126,39555.01887151881,3183.8189050842184,42738.83777660303,10800.000000000004,10800.0,7623.40266024528
2025-05-08,64266.47003468467,1425.2350200710398,65691.70505475572,39193.56203714628,4856.1446026908825,44049.70663983716,10800.0,10800.0,5857.746395125768
2025-05-09,33540.51659716159,133.66866694442598,33674.18526410602,18480.12522382473,289.71121202755353,18769.83643585228,10800.0,10800.00000000001,20740.771062657223
2025-05-10,32047.194844056903,481.84606298213464,32529.040907039038,17240.336819310804,1534.5559602524213,18774.892779563226,10800.00000000001,10800.0,15944.063798856074
2025-05-11,66243.37276990149,656.7269011474511,66900.09967104894,40186.622608147125,2414.822869893979,42601.4454780411,10800.0,10800.000000000004,7325.388846642901
2025-05-12,66144.54543839602,1173.9429826687065,67318.48842106473,40076.10525029437,3154.6723244113937,43230.77757470577,10800.000000000004,10800.000000000002,11294.681940041777
2025-05-13,64273.01698022458,351.82556363856565,64624.842543863146,38940.39203428706,1062.6574703528897,40003.04950463995,10800.000000000002,10800.0,7645.782825018989
2025-05-14,65080.067578753566,376.7943217621918,65456.86190051576,39241.422126515914,1407.6207974554818,40649.0429239714,10800.0,10800.000000000002,8525.38937507842
2025-05-15,64685.4719933407,515.1748254169183,65200.646818757625,39129.59599515174,1988.8157528042825,41118.41174795602,10800.000000000002,10799.999999999998,8602.61792428775
2025-05-16,30938.827864309424,192.29712279287548,31131.1249871023,16201.327005691926,517.7042870494898,16719.031292741416,10799.999999999998,10800.000000000002,24183.617804451373
2025-05-17,31121.30818738698,441.5746064907273,31562.88279387771,16355.169825179622,1899.3441492132747,18254.513974392896,10800.000000000002,10799.999999999996,16413.792515081994
2025-05-18,64773.8387425238,772.2078026019334,65546.04654512573,39337.88586044943,2224.1051935998557,41561.991054049286,10799.999999999996,10800.000000000004,8194.398155442865
2025-05-19,64221.02604912451,190.22414785735276,64411.25019698187,38532.32589223578,1129.3829526928646,39661.708844928646,10800.000000000004,10799.999999999998,13122.75502602756
2025-05-20,62389.61058999954,1030.9076841462381,63420.518274145776,37691.857991059085,3752.3304669581426,41444.18845801723,10799.999999999998,10800.000000000002,5200.842117374375
2025-05-21,64524.11186224879,410.9989017358326,64935.11076398462,38933.44802214937,1442.9720870863562,40376.420109235725,10800.000000000002,10799.999999999998,9827.20310066985
2025-05-22,63381.976506666586,245.98913209148435,63627.96563875807,38278.0131455025,1109.2311763787961,39387.24432188129,10799.999999999998,10800.000000000002,9187.73267594937
2025-05-23,30389.810857967528,162.0371953713069,30551.848053338836,15901.592582432071,485.5609979164354,16387.153580348506,10800.000000000002,10799.999999999998,19616.943001933694
2025-05-24,31007.843850988782,182.26862021582136,31190.112471204604,16334.738085135836,510.21910169673095,16844.957186832566,10799.999999999998,10799.999999999998,23348.065697425445
2025-05-25,63999.85183925929,164.13071222273803,64163.982551482026,38589.11153491804,696.3244445122444,39285.43597943029,10799.999999999998,10800.000000000005,11942.347801542233
2025-05-26,65035.38044693122,953.2825714171565,65988.66301834838,39125.36362602509,3536.419023930574,42661.78264995567,10800.000000000005,10800.0,7771.280522819089
2025-05-27,61668.65413605411,176.64163280818613,61845.29576886229,37505.35963007317,463.3672927105266,37968.7269227837,10800.0,10800.000000000004,8811.821205054815
2025-05-28,63077.17096868754,452.5472983590057,63529.71826704655,37998.984550175184,1552.3771751335278,39551.361725308714,10800.000000000004,10800.000000000002,7622.615961247463
2025-05-29,62476.59590896505,801.2423280893267,63277.83823705438,37652.361064510056,2923.6191676654694,40575.98023217553,10800.000000000002,10800.000000000002,5447.696199017684
2025-05-30,30200.784009051713,451.4084515325357,30652.192460584247,15664.61785382698,1616.4653490839091,17281.08320291089,10800.000000000002,10800.000000000002,19577.85007656196
2025-05-31,29996.63378192119,508.99790398163543,30505.631685902827,15455.095862723447,1573.6572699092826,17028.75313263273,10800.000000000002,10800.00000000001,17439.896179228144
2025-06-01,63965.017025037705,11893.017449181694,75858.0344742194,38329.739776541144,46611.91790298836,84941.65767952951,10800.00000000001,10800.000000000002,842.9876857675974
2025-06-02,76537.39794879522,3819.68808984727,80357.08603864249,46724.026714405845,16210.885214606402,62934.91192901225,10800.000000000002,10799.999999999998,7625.847213459889
2025-06-03,80219.19951820392,670.2815158977708,80889.4810341017,49410.070917447105,2900.953753011605,52311.02467045871,10799.999999999998,10800.000000000002,8470.248274689326
2025-06-04,80066.62091988107,880.2808812783082,80946.90180115937,49820.285555138136,2734.7936851431054,52555.079240281244,10800.000000000002,10800.000000000002,7020.702221186886
2025-06-05,80286.80671750111,1159.2751160471034,81446.08183354822,49655.590187767186,4910.348949301257,54565.939137068446,10800.000000000002,10800.0,6030.762686244376
2025-06-06,38172.65866883329,4025.985861458992,42198.64453029228,20333.569789738893,16694.754617137845,37028.32440687674,10800.0,10799.999999999998,8002.960453447178
2025-06-07,43774.521725012135,358.09535440882416,44132.61707942096,24408.14630246398,1533.9208112848644,25942.067113748846,10799.999999999998,10800.000000000002,9843.985676202301
2025-06-08,90528.09531581661,83.92088726483439,90612.01620308144,57417.26321399656,318.6519662681576,57735.91518026472,10800.000000000002,10800.000000000002,20708.759603081453
2025-06-09,83452.26174739597,674.8608265911214,84127.12257398709,52036.83894108361,2564.3228635095174,54601.161804593125,10800.000000000002,10800.000000000002,8887.136613979432
2025-06-10,83396.69328045199,544.2411276999896,83940.93440815198,52350.082499266304,2008.575725974511,54358.65822524081,10800.000000000002,10800.0,7992.42442073626
2025-06-11,85354.98263133323,1620.326570170551,86975.30920150378,53638.51972777936,7293.704679182411,60932.224406961774,10800.0,10800.0,6431.634204785849
2025-06-12,88640.94074532946,110.73872182578702,88751.67946715525,56248.65248966543,352.8736562967566,56601.52614596218,10800.0,10800.000000000004,11580.954700488583
2025-06-13,46916.01990144583,234.0058803179418,47150.02578176377,27149.61064723952,1038.8563901869811,28188.4670374265,10800.000000000004,10800.0,15299.967368369129
2025-06-14,44132.88874073432,152.47475934558895,44285.36350007991,25261.837407022205,502.3920741098963,25764.2294811321,10800.0,10800.0,14653.594055325428
2025-06-15,85340.35966961662,80.66319949528139,85421.0228691119,53824.308987962184,229.26566917649728,54053.574657138684,10800.0,10800.000000000002,10270.57350945687
2025-06-16,86232.81761012829,346.28460048993463,86579.10221061822,54543.81182617834,1058.9834434619652,55602.7952696403,10800.000000000002,10799.999999999996,9263.469516246098
2025-06-17,86065.0545214619,1379.2704772880684,87444.32499874997,54382.29947599309,4990.326915415515,59372.6263914086,10799.999999999996,10800.000000000004,8172.386772840882
2025-06-18,85592.59951328221,213.89350745361781,85806.49302073583,53894.65737438714,516.4092504036767,54411.066624790816,10800.000000000004,10800.0,10262.482737343562
2025-06-19,85566.7828045616,226.44804921979608,85793.2308537814,54008.56127057977,1096.9880544470236,55105.54932502679,10800.0,10800.0,12923.93396242131
2025-06-20,41178.782061578895,59.633732380856145,41238.41579395975,23530.971751597037,130.00355436444426,23660.97530596148,10800.0,10800.000000000005,15178.616387240418
2025-06-21,40689.246387870255,132.9765520628978,40822.222939933155,22920.252173771052,483.30185488592076,23403.554028656974,10800.000000000005,10800.000000000002,17855.239103221797
2025-06-22,81595.96090830652,621.9362014672101,82217.89710977372,51108.212506617245,2474.6035342055266,53582.81604082277,10800.000000000002,10799.999999999998,10456.627343691855
2025-06-23,81911.57386211894,138.63359464415376,82050.20745676309,51180.33019989227,536.9337271727856,51717.263927065054,10799.999999999998,10800.000000000007,10628.074587775642
2025-06-24,80997.41370852187,2963.630447986036,83961.04415650791,50526.51800403876,11743.901668909068,62270.41967294783,10800.000000000007,10800.000000000002,3329.474511965288
2025-06-25,83516.18613958609,809.5456073304775,84325.73174691657,52259.84006854609,2598.491135646111,54858.331204192196,10800.000000000002,10800.0,9404.906449491078
2025-06-26,82752.3039662193,192.18455068504983,82944.48851690436,51903.836840110125,791.3988797125556,52695.23571982268,10800.0,10800.0,10886.010606001946
2025-06-27,38032.44138796031,109.5011060523002,38141.94249401261,21506.63583909218,352.60730461839796,21859.24314371058,10800.0,10800.000000000005,14497.680429218131
2025-06-28,38035.75860456421,387.4993203877267,38423.25792495193,20998.319281968317,1322.3298936371798,22320.649175605497,10800.000000000005,10800.0,12876.513793032995
2025-06-29,79974.33535809153,1307.8141101117412,81282.14946820326,49868.15439826822,3930.26558616705,53798.41998443527,10800.0,10800.000000000004,7628.061741385501
2025-06-30,80247.22366002027,1121.2544152887535,81368.47807530903,50140.96461366941,3854.9054256070795,53995.87003927649,10800.000000000004,10800.000000000002,7104.0476051389705
2025-07-01,81764.69207447194,6566.989507404233,88331.68158187617,50757.360446639716,22964.593385420776,73721.95383206049,10800.000000000002,10799.999999999996,5078.164683639665
2025-07-02,91233.26587559292,391.31181159794596,91624.57768719086,57849.92352467233,1444.9943194806333,59294.917844152966,10799.999999999996,10799.999999999996,14192.035007162694
2025-07-03,87342.99378180655,2109.785098238859,89452.77888004541,54862.24710073283,9209.5484638895,64071.79556462233,10799.999999999996,10800.000000000007,5460.1750961208145
2025-07-04,40881.63438452127,4905.3127332445865,45786.947117765856,24855.158713523466,13273.12594304659,38128.28465657006,10800.000000000007,10800.000000000004,13093.273724261624
2025-07-05,45332.15873193277,767.3362415680607,46099.49497350083,26217.591370809394,3239.873633678654,29457.465004488047,10800.000000000004,10800.000000000004,13218.826839887615
2025-07-06,87159.63815798354,3591.794348073605,90751.43250605714,56510.662698083295,15031.484704318715,71542.14740240201,10800.000000000004,10799.999999999998,6699.3680837638385
2025-07-07,88358.06643792352,434.2678274180898,88792.33426534162,55824.410694768136,1526.1465762876414,57350.557271055775,10799.999999999998,10800.000000000002,11069.357578259525
2025-07-08,92605.03975980857,1383.1841813936517,93988.22394120222,59917.50386230791,6172.8754516031495,66090.37931391106,10800.000000000002,10800.000000000004,14207.590121087473
2025-07-09,85440.6133246047,621.8269675025871,86062.44029210728,53750.77135800843,2434.9897476422825,56185.761105650716,10800.000000000004,10799.999999999996,7720.64617398647
2025-07-10,86062.67275261543,452.51547991086903,86515.1882325263,54107.969794565106,1836.4271413596293,55944.396935924735,10799.999999999996,10800.000000000002,9402.185498855222
2025-07-11,53378.02877305976,347.13403073768086,53725.162803797444,31272.75092612193,1294.329588887639,32567.08051500957,10800.000000000002,10800.0,17130.59013320245
2025-07-12,50754.16533776531,187.14241610209328,50941.307753867404,29330.74839984162,739.5563080270554,30070.304707868676,10800.0,10800.000000000004,15803.731087200742
2025-07-13,86067.50221953302,260.4566739833237,86327.95889351635,54178.53047372689,1120.0236778679719,55298.55415159486,10800.000000000004,10799.999999999998,12816.905160183023
2025-07-14,84345.92466075148,427.3727646866862,84773.29742543817,53022.64547576895,1971.2615942408488,54993.9070700098,10799.999999999998,10800.000000000004,8733.872484872183
2025-07-15,84883.10407792077,649.6262524758295,85532.7303303966,53163.99599025202,2269.992092299456,55433.98808255148,10800.000000000004,10800.0,8629.702446972935
2025-07-16,82959.16308229898,1294.8525433198524,84254.01562561883,52060.70651802355,4723.087230646232,56783.793748669785,10800.0,10799.999999999995,7974.9859112887025
2025-07-17,84728.80241380219,1294.4556730405686,86023.25808684276,52935.8853601915,5717.423374745297,58653.3087349368,10799.999999999995,10800.000000000005,9182.538657757954
2025-07-18,47372.211327949946,366.21023310581745,47738.421561055766,27767.495437514153,1240.026095080502,29007.521532594656,10800.000000000005,10800.0,12313.104986464845
2025-07-19,45656.988204704576,280.6297723055432,45937.61797701012,26562.52114320783,1136.8757109001217,27699.396854107952,10800.0,10800.000000000002,14701.01097625161
2025-07-20,84778.30848274185,431.4106936947187,85209.71917643657,53311.121097270545,1560.877523215116,54871.99862048566,10800.000000000002,10800.000000000005,8962.93446145941
2025-07-21,84213.71885426453,868.4514679012696,85082.1703221658,52898.30248346577,3313.6966065702436,56211.99909003601,10800.000000000005,10800.000000000004,6891.03072435944
2025-07-22,84208.59863625915,886.6561258632061,85095.25476212235,52876.640150371124,3530.0750430209755,56406.7151933921,10800.000000000004,10800.0,7131.675744345332
2025-07-23,84095.06786505747,764.1165776761272,84859.1844427336,52787.61578534306,3191.2266052241553,55978.84239056722,10800.0,10800.000000000005,6435.183071900368
2025-07-24,85540.84012455333,793.091480535586,86333.93160508892,53929.82120967224,3376.3892690163866,57306.21047868863,10800.000000000005,10800.000000000005,8484.992300480157
2025-07-25,45673.06855426065,160.32984366506355,45833.39839792572,26780.699220252565,589.2935494642682,27369.992769716835,10800.000000000005,10800.0,15255.371489088178
2025-07-26,45692.213332342115,341.1241851884695,46033.337517530585,26825.267997480023,944.1474513057203,27769.415448785745,10800.0,10799.999999999998,13490.741681608162
